county,state,resource_region,reeds_ba
San Juan,WA,2,p1
Skagit,WA,2,p1
Whatcom,WA,2,p1
Island,WA,3,p1
King,WA,3,p1
Kitsap,WA,3,p1
Pierce,WA,3,p1
Snohomish,WA,3,p1
Thurston,WA,3,p1
Chelan,WA,4,p1
Kittitas,WA,4,p1
Clallam,WA,1,p2
Grays Harbor,WA,1,p2
Jefferson,WA,1,p2
Mason,WA,1,p2
Pacific,WA,1,p2
Wahkiakum,WA,1,p2
Clark,WA,5,p2
Cowlitz,WA,5,p2
Klickitat,WA,5,p2
Lewis,WA,5,p2
Skamania,WA,5,p2
Yakima,WA,5,p2
Asotin,WA,9,p2
Benton,WA,9,p2
Columbia,WA,9,p2
Garfield,WA,9,p2
Walla Walla,WA,9,p2
Okanogan,WA,6,p3
Adams,WA,8,p3
Ferry,WA,8,p3
Franklin,WA,8,p3
Lincoln,WA,8,p3
Pend Oreille,WA,8,p3
Spokane,WA,8,p3
Stevens,WA,8,p3
Whitman,WA,8,p3
Douglas,WA,7,p4
Grant,WA,7,p4
Clatsop,OR,10,p5
Columbia,OR,10,p5
Tillamook,OR,10,p5
Multnomah,OR,11,p5
Washington,OR,11,p5
Clackamas,OR,12,p5
Marion,OR,12,p5
Yamhill,OR,12,p5
Benton,OR,13,p5
Lane,OR,13,p5
Lincoln,OR,13,p5
Linn,OR,13,p5
Polk,OR,13,p5
Gilliam,OR,16,p5
Hood River,OR,16,p5
Morrow,OR,16,p5
Sherman,OR,16,p5
Umatilla,OR,16,p5
Union,OR,16,p5
Wallowa,OR,16,p5
Wasco,OR,16,p5
Crook,OR,17,p5
Deschutes,OR,17,p5
Grant,OR,17,p5
Jefferson,OR,17,p5
Wheeler,OR,17,p5
Coos,OR,14,p6
Curry,OR,14,p6
Josephine,OR,14,p6
Douglas,OR,15,p6
Jackson,OR,15,p6
Klamath,OR,15,p6
Harney,OR,18,p7
Lake,OR,18,p7
Baker,OR,19,p7
Malheur,OR,19,p7
Lassen,CA,21,p8
Modoc,CA,21,p8
Siskiyou,CA,21,p8
Del Norte,CA,20,p9
Humboldt,CA,20,p9
Mendocino,CA,20,p9
Shasta,CA,20,p9
Tehama,CA,20,p9
Trinity,CA,20,p9
Colusa,CA,22,p9
Glenn,CA,22,p9
Lake,CA,22,p9
Yolo,CA,22,p9
Butte,CA,23,p9
Sutter,CA,23,p9
Yuba,CA,23,p9
Alpine,CA,24,p9
Amador,CA,24,p9
Calaveras,CA,24,p9
El Dorado,CA,24,p9
Nevada,CA,24,p9
Placer,CA,24,p9
Plumas,CA,24,p9
Sierra,CA,24,p9
Alameda,CA,25,p9
Contra Costa,CA,25,p9
Marin,CA,25,p9
Napa,CA,25,p9
San Francisco,CA,25,p9
San Mateo,CA,25,p9
Santa Clara,CA,25,p9
Santa Cruz,CA,25,p9
Solano,CA,25,p9
Sonoma,CA,25,p9
Merced,CA,26,p9
Sacramento,CA,26,p9
San Joaquin,CA,26,p9
Stanislaus,CA,26,p9
Fresno,CA,27,p9
Madera,CA,27,p9
Mariposa,CA,27,p9
Tuolumne,CA,27,p9
Kings,CA,29,p9
Monterey,CA,29,p9
San Benito,CA,29,p9
San Luis Obispo,CA,29,p9
Santa Barbara,CA,29,p9
Inyo,CA,28,p10
Mono,CA,28,p10
Kern,CA,30,p10
Tulare,CA,30,p10
Los Angeles,CA,31,p10
Orange,CA,31,p10
Ventura,CA,31,p10
Imperial,CA,33,p10
Riverside,CA,33,p10
San Bernardino,CA,33,p10
San Diego,CA,32,p11
Carson City,NV,34,p12
Douglas,NV,34,p12
Lyon,NV,34,p12
Storey,NV,34,p12
Washoe,NV,34,p12
Eureka,NV,35,p12
Humboldt,NV,35,p12
Lander,NV,35,p12
Pershing,NV,35,p12
Elko,NV,36,p12
White Pine,NV,36,p12
Churchill,NV,37,p12
Esmeralda,NV,37,p12
Mineral,NV,37,p12
Nye,NV,38,p12
Lincoln,NV,39,p13
Clark,NV,40,p13
Benewah,ID,41,p14
Bonner,ID,41,p14
Boundary,ID,41,p14
Kootenai,ID,41,p14
Latah,ID,41,p14
Lewis,ID,41,p14
Nez Perce,ID,41,p14
Adams,ID,42,p15
Boise,ID,42,p15
Clearwater,ID,42,p15
Gem,ID,42,p15
Idaho,ID,42,p15
Payette,ID,42,p15
Shoshone,ID,42,p15
Valley,ID,42,p15
Washington,ID,42,p15
Butte,ID,43,p15
Custer,ID,43,p15
Lemhi,ID,43,p15
Ada,ID,44,p15
Canyon,ID,44,p15
Elmore,ID,44,p15
Gooding,ID,44,p15
Owyhee,ID,44,p15
Blaine,ID,45,p15
Camas,ID,45,p15
Jerome,ID,45,p15
Lincoln,ID,45,p15
Minidoka,ID,45,p15
Bannock,ID,46,p16
Cassia,ID,46,p16
Oneida,ID,46,p16
Power,ID,46,p16
Twin Falls,ID,46,p16
Bear Lake,ID,47,p16
Bingham,ID,47,p16
Bonneville,ID,47,p16
Caribou,ID,47,p16
Clark,ID,47,p16
Franklin,ID,47,p16
Fremont,ID,47,p16
Jefferson,ID,47,p16
Madison,ID,47,p16
Teton,ID,47,p16
Flathead,MT,60,p17
Lincoln,MT,60,p17
Lake,MT,61,p17
Mineral,MT,61,p17
Sanders,MT,61,p17
Granite,MT,62,p17
Missoula,MT,62,p17
Powell,MT,62,p17
Ravalli,MT,62,p17
Beaverhead,MT,63,p17
Broadwater,MT,63,p17
Deer Lodge,MT,63,p17
Jefferson,MT,63,p17
Madison,MT,63,p17
Silver Bow,MT,63,p17
Cascade,MT,64,p18
Glacier,MT,64,p18
Lewis and Clark,MT,64,p18
Lewis & Clark,MT,64,p18
Pondera,MT,64,p18
Teton,MT,64,p18
Toole,MT,64,p18
Blaine,MT,65,p18
Chouteau,MT,65,p18
Hill,MT,65,p18
Liberty,MT,65,p18
Phillips,MT,65,p18
Big Horn,MT,67,p18
Carbon,MT,67,p18
Gallatin,MT,67,p18
Meagher,MT,67,p18
Park,MT,67,p18
Stillwater,MT,67,p18
Sweet Grass,MT,67,p18
Garfield,MT,68,p19
Valley,MT,68,p19
Fergus,MT,66,p20
Golden Valley,MT,66,p20
Judith Basin,MT,66,p20
Musselshell,MT,66,p20
Petroleum,MT,66,p20
Wheatland,MT,66,p20
Yellowstone,MT,66,p20
Powder River,MT,69,p20
Rosebud,MT,69,p20
Treasure,MT,69,p20
Big Horn,WY,70,p21
Fremont,WY,70,p21
Hot Springs,WY,70,p21
Park,WY,70,p21
Teton,WY,70,p21
Washakie,WY,70,p21
Lincoln,WY,71,p21
Sublette,WY,71,p21
Sweetwater,WY,71,p21
Uinta,WY,71,p21
Johnson,WY,72,p22
Sheridan,WY,72,p22
Campbell,WY,73,p23
Crook,WY,73,p23
Weston,WY,73,p23
Albany,WY,74,p24
Carbon,WY,74,p24
Converse,WY,74,p24
Goshen,WY,74,p24
Laramie,WY,74,p24
Natrona,WY,74,p24
Niobrara,WY,74,p24
Platte,WY,74,p24
Beaver,UT,48,p25
Box Elder,UT,48,p25
Iron,UT,48,p25
Juab,UT,48,p25
Millard,UT,48,p25
Tooele,UT,48,p25
Washington,UT,48,p25
Cache,UT,49,p25
Davis,UT,49,p25
Salt Lake,UT,49,p25
Utah,UT,49,p25
Weber,UT,49,p25
Carbon,UT,51,p25
Emery,UT,51,p25
Garfield,UT,51,p25
Kane,UT,51,p25
Piute,UT,51,p25
Sanpete,UT,51,p25
Sevier,UT,51,p25
Wayne,UT,51,p25
Grand,UT,52,p25
San Juan,UT,52,p25
Daggett,UT,50,p26
Duchesne,UT,50,p26
Morgan,UT,50,p26
Rich,UT,50,p26
Summit,UT,50,p26
Uintah,UT,50,p26
Wasatch,UT,50,p26
Mohave,AZ,53,p27
Coconino,AZ,54,p28
Navajo,AZ,54,p28
La Paz,AZ,56,p28
Yavapai,AZ,56,p28
Yuma,AZ,56,p28
Maricopa,AZ,57,p28
Pinal,AZ,57,p28
Cochise,AZ,59,p28
Gila,AZ,59,p28
Graham,AZ,59,p28
Greenlee,AZ,59,p28
Apache,AZ,55,p29
Pima,AZ,58,p30
Santa Cruz,AZ,58,p30
Cibola,NM,88,p31
McKinley,NM,88,p31
San Juan,NM,88,p31
Valencia,NM,88,p31
Bernalillo,NM,89,p31
Sandoval,NM,89,p31
Catron,NM,90,p31
Doña Ana,NM,90,p31
Grant,NM,90,p31
Hidalgo,NM,90,p31
Luna,NM,90,p31
Sierra,NM,90,p31
Socorro,NM,90,p31
Los Alamos,NM,91,p31
Rio Arriba,NM,91,p31
Santa Fe,NM,91,p31
Taos,NM,91,p31
Lincoln,NM,92,p31
Otero,NM,92,p31
Torrance,NM,92,p31
Colfax,NM,93,p31
De Baca,NM,93,p31
Guadalupe,NM,93,p31
Harding,NM,93,p31
Mora,NM,93,p31
San Miguel,NM,93,p31
Union,NM,93,p31
Butte,SD,95,p32
Custer,SD,95,p32
Fall River,SD,95,p32
Lawrence,SD,95,p32
Pennington,SD,95,p32
Moffat,CO,75,p33
Routt,CO,75,p33
Garfield,CO,76,p33
Mesa,CO,76,p33
Pitkin,CO,76,p33
Rio Blanco,CO,76,p33
Larimer,CO,79,p33
Boulder,CO,80,p33
Gilpin,CO,80,p33
Grand,CO,80,p33
Jackson,CO,80,p33
Clear Creek,CO,81,p33
Eagle,CO,81,p33
Lake,CO,81,p33
Park,CO,81,p33
Summit,CO,81,p33
Teller,CO,81,p33
Adams,CO,82,p33
Arapahoe,CO,82,p33
Broomfield,CO,82,p33
Denver,CO,82,p33
Douglas,CO,82,p33
Jefferson,CO,82,p33
Logan,CO,85,p33
Morgan,CO,85,p33
Phillips,CO,85,p33
Sedgwick,CO,85,p33
Washington,CO,85,p33
Weld,CO,85,p33
Yuma,CO,85,p33
Delta,CO,77,p34
Dolores,CO,77,p34
La Plata,CO,77,p34
Montezuma,CO,77,p34
Montrose,CO,77,p34
Ouray,CO,77,p34
San Juan,CO,77,p34
San Miguel,CO,77,p34
Alamosa,CO,78,p34
Archuleta,CO,78,p34
Chaffee,CO,78,p34
Conejos,CO,78,p34
Costilla,CO,78,p34
Gunnison,CO,78,p34
Hinsdale,CO,78,p34
Mineral,CO,78,p34
Rio Grande,CO,78,p34
Saguache,CO,78,p34
El Paso,CO,83,p34
Custer,CO,84,p34
Fremont,CO,84,p34
Pueblo,CO,84,p34
Cheyenne,CO,86,p34
Crowley,CO,86,p34
Elbert,CO,86,p34
Kiowa,CO,86,p34
Kit Carson,CO,86,p34
Lincoln,CO,86,p34
Baca,CO,87,p34
Bent,CO,87,p34
Huerfano,CO,87,p34
Las Animas,CO,87,p34
Otero,CO,87,p34
Prowers,CO,87,p34
Carter,MT,96,p35
Custer,MT,96,p35
Daniels,MT,96,p35
Dawson,MT,96,p35
Fallon,MT,96,p35
McCone,MT,96,p35
Prairie,MT,96,p35
Richland,MT,96,p35
Roosevelt,MT,96,p35
Sheridan,MT,96,p35
Wibaux,MT,96,p35
Burke,ND,97,p36
Divide,ND,97,p36
McKenzie,ND,97,p36
Mountrail,ND,97,p36
Renville,ND,97,p36
Williams,ND,97,p36
Adams,ND,98,p36
Billings,ND,98,p36
Bowman,ND,98,p36
Dunn,ND,98,p36
Golden Valley,ND,98,p36
Hettinger,ND,98,p36
Slope,ND,98,p36
Stark,ND,98,p36
Burleigh,ND,100,p36
Mercer,ND,100,p36
Morton,ND,100,p36
Oliver,ND,100,p36
Dickey,ND,101,p36
Emmons,ND,101,p36
Grant,ND,101,p36
Logan,ND,101,p36
McIntosh,ND,101,p36
Sioux,ND,101,p36
Benson,ND,99,p37
Bottineau,ND,99,p37
Cavalier,ND,99,p37
Eddy,ND,99,p37
Foster,ND,99,p37
Grand Forks,ND,99,p37
Griggs,ND,99,p37
McHenry,ND,99,p37
McLean,ND,99,p37
Nelson,ND,99,p37
Pembina,ND,99,p37
Pierce,ND,99,p37
Ramsey,ND,99,p37
Rolette,ND,99,p37
Sheridan,ND,99,p37
Steele,ND,99,p37
Towner,ND,99,p37
Walsh,ND,99,p37
Ward,ND,99,p37
Wells,ND,99,p37
Barnes,ND,102,p37
Kidder,ND,102,p37
LaMoure,ND,102,p37
Ransom,ND,102,p37
Richland,ND,102,p37
Sargent,ND,102,p37
Stutsman,ND,102,p37
Cass,ND,103,p37
Traill,ND,103,p37
Corson,SD,104,p38
Harding,SD,104,p38
Perkins,SD,104,p38
Dewey,SD,105,p38
Meade,SD,105,p38
Potter,SD,105,p38
Sully,SD,105,p38
Walworth,SD,105,p38
Ziebach,SD,105,p38
Haakon,SD,106,p38
Jones,SD,106,p38
Lyman,SD,106,p38
Stanley,SD,106,p38
Bennett,SD,107,p38
Jackson,SD,107,p38
Shannon,SD,107,p38
Oglala Lakota,SD,107,p38
Gregory,SD,108,p38
Mellette,SD,108,p38
Todd,SD,108,p38
Tripp,SD,108,p38
Beadle,SD,109,p38
Brown,SD,109,p38
Campbell,SD,109,p38
Clark,SD,109,p38
Codington,SD,109,p38
Edmunds,SD,109,p38
Faulk,SD,109,p38
Mcpherson,SD,109,p38
Spink,SD,109,p38
Aurora,SD,110,p38
Brule,SD,110,p38
Buffalo,SD,110,p38
Davison,SD,110,p38
Hand,SD,110,p38
Hughes,SD,110,p38
Hyde,SD,110,p38
Jerauld,SD,110,p38
Sanborn,SD,110,p38
Bon Homme,SD,111,p38
Charles Mix,SD,111,p38
Douglas,SD,111,p38
Hutchinson,SD,111,p38
Yankton,SD,111,p38
Brookings,SD,112,p38
Day,SD,112,p38
Deuel,SD,112,p38
Grant,SD,112,p38
Hamlin,SD,112,p38
Kingsbury,SD,112,p38
Marshall,SD,112,p38
Roberts,SD,112,p38
Clay,SD,113,p38
Hanson,SD,113,p38
Lake,SD,113,p38
Lincoln,SD,113,p38
Mccook,SD,113,p38
Miner,SD,113,p38
Minnehaha,SD,113,p38
Moody,SD,113,p38
Turner,SD,113,p38
Union,SD,113,p38
Banner,NE,114,p39
Box Butte,NE,114,p39
Cheyenne,NE,114,p39
Dawes,NE,114,p39
Kimball,NE,114,p39
Morrill,NE,114,p39
Scotts Bluff,NE,114,p39
Sioux,NE,114,p39
Arthur,NE,115,p39
Chase,NE,115,p39
Deuel,NE,115,p39
Dundy,NE,115,p39
Garden,NE,115,p39
Grant,NE,115,p39
Keith,NE,115,p39
Perkins,NE,115,p39
Sheridan,NE,115,p39
Blaine,NE,116,p40
Boyd,NE,116,p40
Brown,NE,116,p40
Cherry,NE,116,p40
Custer,NE,116,p40
Garfield,NE,116,p40
Holt,NE,116,p40
Hooker,NE,116,p40
Keya Paha,NE,116,p40
Logan,NE,116,p40
Loup,NE,116,p40
Mcpherson,NE,116,p40
Rock,NE,116,p40
Thomas,NE,116,p40
Valley,NE,116,p40
Wheeler,NE,116,p40
Adams,NE,117,p40
Buffalo,NE,117,p40
Butler,NE,117,p40
Clay,NE,117,p40
Dawson,NE,117,p40
Fillmore,NE,117,p40
Franklin,NE,117,p40
Frontier,NE,117,p40
Furnas,NE,117,p40
Gage,NE,117,p40
Gosper,NE,117,p40
Hall,NE,117,p40
Hamilton,NE,117,p40
Harlan,NE,117,p40
Hayes,NE,117,p40
Hitchcock,NE,117,p40
Howard,NE,117,p40
Jefferson,NE,117,p40
Kearney,NE,117,p40
Lincoln,NE,117,p40
Merrick,NE,117,p40
Nuckolls,NE,117,p40
Phelps,NE,117,p40
Polk,NE,117,p40
Red Willow,NE,117,p40
Saline,NE,117,p40
Seward,NE,117,p40
Sherman,NE,117,p40
Thayer,NE,117,p40
Webster,NE,117,p40
York,NE,117,p40
Antelope,NE,118,p40
Boone,NE,118,p40
Cedar,NE,118,p40
Cuming,NE,118,p40
Dakota,NE,118,p40
Dixon,NE,118,p40
Greeley,NE,118,p40
Knox,NE,118,p40
Madison,NE,118,p40
Nance,NE,118,p40
Pierce,NE,118,p40
Platte,NE,118,p40
Stanton,NE,118,p40
Thurston,NE,118,p40
Wayne,NE,118,p40
Burt,NE,119,p41
Cass,NE,119,p41
Colfax,NE,119,p41
Dodge,NE,119,p41
Douglas,NE,119,p41
Johnson,NE,119,p41
Lancaster,NE,119,p41
Nemaha,NE,119,p41
Otoe,NE,119,p41
Pawnee,NE,119,p41
Richardson,NE,119,p41
Sarpy,NE,119,p41
Saunders,NE,119,p41
Washington,NE,119,p41
Becker,MN,120,p42
Beltrami,MN,120,p42
Clay,MN,120,p42
Clearwater,MN,120,p42
Kittson,MN,120,p42
Koochiching,MN,120,p42
Lake of the Woods,MN,120,p42
Mahnomen,MN,120,p42
Marshall,MN,120,p42
Norman,MN,120,p42
Pennington,MN,120,p42
Polk,MN,120,p42
Red Lake,MN,120,p42
Roseau,MN,120,p42
Big Stone,MN,121,p43
Douglas,MN,121,p43
Grant,MN,121,p43
Kandiyohi,MN,121,p43
Otter Tail,MN,121,p43
Pope,MN,121,p43
Stevens,MN,121,p43
Swift,MN,121,p43
Traverse,MN,121,p43
Wilkin,MN,121,p43
Aitkin,MN,124,p43
Cass,MN,124,p43
Crow Wing,MN,124,p43
Hubbard,MN,124,p43
Meeker,MN,124,p43
Morrison,MN,124,p43
Stearns,MN,124,p43
Todd,MN,124,p43
Wadena,MN,124,p43
Cook,MN,125,p43
Itasca,MN,125,p43
Lake,MN,125,p43
St. Louis,MN,125,p43
Saint Louis,MN,125,p43
Benton,MN,126,p43
Carlton,MN,126,p43
Chisago,MN,126,p43
Isanti,MN,126,p43
Kanabec,MN,126,p43
Mille Lacs,MN,126,p43
Pine,MN,126,p43
Sherburne,MN,126,p43
Wright,MN,126,p43
Anoka,MN,127,p43
Carver,MN,127,p43
Dakota,MN,127,p43
Hennepin,MN,127,p43
Ramsey,MN,127,p43
Scott,MN,127,p43
Washington,MN,127,p43
Dodge,MN,128,p43
Goodhue,MN,128,p43
Le Sueur,MN,128,p43
McLeod,MN,128,p43
Olmsted,MN,128,p43
Rice,MN,128,p43
Sibley,MN,128,p43
Steele,MN,128,p43
Wabasha,MN,128,p43
Winona,MN,128,p43
Chippewa,MN,122,p44
Lac Qui Parle,MN,122,p44
Redwood,MN,122,p44
Renville,MN,122,p44
Yellow Medicine,MN,122,p44
Lincoln,MN,123,p44
Lyon,MN,123,p44
Murray,MN,123,p44
Nobles,MN,123,p44
Pipestone,MN,123,p44
Rock,MN,123,p44
Buena Vista,IA,132,p45
Calhoun,IA,132,p45
Cerro Gordo,IA,132,p45
Cherokee,IA,132,p45
Clay,IA,132,p45
Dickinson,IA,132,p45
Emmet,IA,132,p45
Franklin,IA,132,p45
Hancock,IA,132,p45
Humboldt,IA,132,p45
Ida,IA,132,p45
Kossuth,IA,132,p45
Lyon,IA,132,p45
O'Brien,IA,132,p45
Obrien,IA,132,p45
Osceola,IA,132,p45
Palo Alto,IA,132,p45
Plymouth,IA,132,p45
Pocahontas,IA,132,p45
Sac,IA,132,p45
Sioux,IA,132,p45
Webster,IA,132,p45
Winnebago,IA,132,p45
Worth,IA,132,p45
Wright,IA,132,p45
Audubon,IA,134,p45
Carroll,IA,134,p45
Crawford,IA,134,p45
Fremont,IA,134,p45
Harrison,IA,134,p45
Mills,IA,134,p45
Monona,IA,134,p45
Montgomery,IA,134,p45
Page,IA,134,p45
Pottawattamie,IA,134,p45
Shelby,IA,134,p45
Taylor,IA,134,p45
Woodbury,IA,134,p45
Ashland,WI,129,p46
Bayfield,WI,129,p46
Douglas,WI,129,p46
Iron,WI,129,p46
Barron,WI,130,p46
Burnett,WI,130,p46
Chippewa,WI,130,p46
Clark,WI,130,p46
Dunn,WI,130,p46
Eau Claire,WI,130,p46
Pierce,WI,130,p46
Polk,WI,130,p46
Price,WI,130,p46
Rusk,WI,130,p46
Sawyer,WI,130,p46
St. Croix,WI,130,p46
Saint Croix,WI,130,p46
Taylor,WI,130,p46
Washburn,WI,130,p46
Buffalo,WI,131,p46
La Crosse,WI,131,p46
Pepin,WI,131,p46
Trempealeau,WI,131,p46
Chaves,NM,148,p47
Curry,NM,148,p47
Eddy,NM,148,p47
Lea,NM,148,p47
Quay,NM,148,p47
Roosevelt,NM,148,p47
Bailey,TX,149,p48
Cochran,TX,149,p48
Floyd,TX,149,p48
Gaines,TX,149,p48
Garza,TX,149,p48
Hale,TX,149,p48
Hockley,TX,149,p48
Lamb,TX,149,p48
Lubbock,TX,149,p48
Lynn,TX,149,p48
Parmer,TX,149,p48
Terry,TX,149,p48
Yoakum,TX,149,p48
Armstrong,TX,150,p48
Carson,TX,150,p48
Castro,TX,150,p48
Collingsworth,TX,150,p48
Dallam,TX,150,p48
Deaf Smith,TX,150,p48
Donley,TX,150,p48
Gray,TX,150,p48
Hansford,TX,150,p48
Hartley,TX,150,p48
Hemphill,TX,150,p48
Hutchinson,TX,150,p48
Lipscomb,TX,150,p48
Moore,TX,150,p48
Ochiltree,TX,150,p48
Oldham,TX,150,p48
Potter,TX,150,p48
Randall,TX,150,p48
Roberts,TX,150,p48
Sherman,TX,150,p48
Swisher,TX,150,p48
Wheeler,TX,150,p48
Beaver,OK,152,p49
Cimarron,OK,152,p49
Texas,OK,152,p49
Alfalfa,OK,153,p50
Blaine,OK,153,p50
Custer,OK,153,p50
Dewey,OK,153,p50
Ellis,OK,153,p50
Harper,OK,153,p50
Major,OK,153,p50
Roger Mills,OK,153,p50
Woods,OK,153,p50
Woodward,OK,153,p50
Beckham,OK,154,p50
