i,r,t,Value
wind-ons_8,p60,2015,411818.9586
wind-ons_8,p60,2020,408957.4944
wind-ons_8,p60,2023,409744.6416
wind-ons_8,p60,2026,362319.5982
wind-ons_8,p60,2029,276664.815
wind-ons_8,p60,2032,309674.61
wind-ons_8,p60,2035,324852.7275
wind-ons_8,p60,2038,150323.0085
wind-ons_8,p60,2047,-0.0
wind-ons_8,p60,2050,0.0
wind-ons_8,p61,2010,547541.62344
wind-ons_8,p61,2015,1164298.14204
wind-ons_8,p61,2020,4399373.807698
wind-ons_8,p61,2023,4359308.984746
wind-ons_8,p61,2026,4321930.647634
wind-ons_8,p61,2029,4130323.674924
wind-ons_8,p61,2032,3871012.36552
wind-ons_8,p61,2035,4003406.688309
wind-ons_8,p61,2038,3928481.694211
wind-ons_8,p61,2041,3496480.974021
wind-ons_8,p61,2044,3332412.964019
wind-ons_8,p61,2047,3765985.674531
wind-ons_8,p61,2050,1593626.112937
wind-ons_8,p62,2010,28900.62
wind-ons_8,p62,2015,28900.62
wind-ons_8,p62,2020,28252.602
wind-ons_8,p62,2023,27958.938
wind-ons_8,p62,2026,25635.498
wind-ons_8,p62,2029,22068.228
wind-ons_8,p62,2038,-0.0
wind-ons_8,p62,2041,0.0
wind-ons_8,p62,2044,0.0
wind-ons_8,p62,2047,0.0
wind-ons_8,p62,2050,-0.0
wind-ons_8,p63,2032,0.0
wind-ons_8,p63,2035,-0.0
wind-ons_8,p63,2041,22006210.833473
wind-ons_8,p63,2044,24160210.088003
wind-ons_8,p63,2047,24099828.451612
wind-ons_8,p63,2050,24033066.358085
wind-ons_8,p64,2038,5165565.696
wind-ons_8,p64,2041,5124241.170432
wind-ons_8,p64,2044,9416436.020543
wind-ons_8,p64,2047,9380788.946496
wind-ons_8,p64,2050,9304470.898128
wind-ons_8,p65,2010,353876.04
wind-ons_8,p65,2015,353876.04
wind-ons_8,p65,2020,353876.04
wind-ons_8,p65,2023,353876.04
wind-ons_8,p65,2026,353876.04
wind-ons_8,p65,2029,345871.62
wind-ons_8,p65,2032,345871.62
wind-ons_8,p65,2035,8327700.009383
wind-ons_8,p65,2038,8876717.977543
wind-ons_8,p65,2041,8459530.167276
wind-ons_8,p65,2044,8397480.812763
wind-ons_8,p65,2047,8328649.002823
wind-ons_8,p65,2050,12443910.0121
wind-ons_8,p68,2010,409047.4158
wind-ons_8,p68,2015,403989.422122
wind-ons_8,p68,2020,398542.352006
wind-ons_8,p68,2023,395429.740512
wind-ons_8,p68,2026,392342.115854
wind-ons_8,p68,2029,389593.59396
wind-ons_8,p68,2032,386480.982466
wind-ons_8,p68,2035,396391.715208
wind-ons_8,p68,2038,393018.261739
wind-ons_8,p68,2041,529534.313251
wind-ons_8,p68,2044,525293.865274
wind-ons_8,p68,2047,521053.417296
wind-ons_8,p68,2050,516812.969318
wind-ons_8,p69,2010,230622.15
wind-ons_8,p69,2015,230622.15
wind-ons_8,p69,2020,230622.15
wind-ons_8,p69,2023,229012.3836
wind-ons_8,p69,2026,226294.8831
wind-ons_8,p69,2029,230622.15
wind-ons_8,p69,2032,228790.2
wind-ons_8,p69,2035,228790.2
wind-ons_8,p69,2038,228790.2
wind-ons_8,p69,2041,-0.0
wind-ons_8,p69,2044,379100.667
wind-ons_8,p69,2047,376067.861664
wind-ons_8,p69,2050,373035.056328
wind-ons_8,p7,2035,-0.0
wind-ons_8,p70,2032,-0.0
wind-ons_8,p70,2035,0.0
wind-ons_8,p70,2044,-0.0
wind-ons_8,p71,2020,1072914.648
wind-ons_8,p71,2023,1064331.330816
wind-ons_8,p71,2026,1055748.013632
wind-ons_8,p71,2029,1313450.812448
wind-ons_8,p71,2032,1302737.206336
wind-ons_8,p71,2035,1292023.600224
wind-ons_8,p71,2038,1281309.994112
wind-ons_8,p71,2041,1271669.302648
wind-ons_8,p71,2044,1260955.696536
wind-ons_8,p71,2047,1251315.005072
wind-ons_8,p71,2050,251640.37962
wind-ons_8,p72,2032,-0.0
wind-ons_8,p72,2035,-0.0
wind-ons_8,p72,2041,0.0
wind-ons_8,p72,2044,4363635.239084
wind-ons_8,p72,2047,4328726.157172
wind-ons_8,p72,2050,4293817.075259
wind-ons_8,p73,2041,806764.386035
wind-ons_8,p73,2044,804450.127132
wind-ons_8,p73,2047,797962.893195
wind-ons_8,p73,2050,791475.659257
wind-ons_8,p75,2035,0.0
wind-ons_8,p75,2044,-0.0
wind-ons_8,p75,2047,0.0
wind-ons_8,p75,2050,-0.0
wind-ons_8,p76,2010,34890.6195
wind-ons_8,p76,2015,34890.6195
wind-ons_8,p76,2020,34890.6195
wind-ons_8,p76,2023,34890.6195
wind-ons_8,p76,2026,34890.6195
wind-ons_8,p76,2029,34890.6195
wind-ons_8,p76,2032,34890.6195
wind-ons_8,p76,2035,34890.6195
wind-ons_8,p76,2038,34890.6195
wind-ons_8,p76,2041,57258.9765
wind-ons_8,p76,2044,56800.904688
wind-ons_8,p76,2047,56342.832876
wind-ons_8,p76,2050,55884.761064
wind-ons_8,p77,2010,62223.57
wind-ons_8,p77,2015,74996.874
wind-ons_8,p77,2020,351824.391048
wind-ons_8,p77,2023,642839.042856
wind-ons_8,p77,2026,858290.19757
wind-ons_8,p77,2029,2580959.236467
wind-ons_8,p77,2032,2560700.753454
wind-ons_8,p77,2035,2478218.700442
wind-ons_8,p77,2038,2457972.990733
wind-ons_8,p77,2041,2450247.894426
wind-ons_8,p77,2044,2520209.310158
wind-ons_8,p77,2047,2504325.355804
wind-ons_8,p77,2050,2229853.99986
wind-ons_8,p79,2044,0.0
wind-ons_8,p79,2050,-0.0
wind-ons_8,p80,2010,1965842.508
wind-ons_8,p80,2015,2211917.257536
wind-ons_8,p80,2020,3834647.905991
wind-ons_8,p80,2023,4154599.206707
wind-ons_8,p80,2026,4131064.983973
wind-ons_8,p80,2029,7395397.290712
wind-ons_8,p80,2032,7344746.49777
wind-ons_8,p80,2035,7393320.214556
wind-ons_8,p80,2038,7451400.175438
wind-ons_8,p80,2041,8219553.000151
wind-ons_8,p80,2044,8152510.923583
wind-ons_8,p80,2047,8180896.356258
wind-ons_8,p80,2050,6606649.671017
wind-ons_8,p81,2010,466610.8599
wind-ons_8,p81,2015,466610.8599
wind-ons_8,p81,2020,466610.8599
wind-ons_8,p81,2023,1721636.8599
wind-ons_8,p81,2026,3791269.3815
wind-ons_8,p81,2029,3764591.791663
wind-ons_8,p81,2032,3737914.201826
wind-ons_8,p81,2035,3711236.61199
wind-ons_8,p81,2038,3887417.150153
wind-ons_8,p81,2041,3951314.683061
wind-ons_8,p81,2044,3919778.385341
wind-ons_8,p81,2047,7003558.154578
wind-ons_8,p81,2050,8976315.321977
wind-ons_8,p82,2010,203392.8045
wind-ons_8,p82,2015,702922.4379
wind-ons_8,p82,2020,2178014.334266
wind-ons_8,p82,2023,3396910.525946
wind-ons_8,p82,2026,5949441.553706
wind-ons_8,p82,2029,5903088.60617
wind-ons_8,p82,2032,5856735.658634
wind-ons_8,p82,2035,5810382.711098
wind-ons_8,p82,2038,5764529.293195
wind-ons_8,p82,2041,9162062.373053
wind-ons_8,p82,2044,12781577.094242
wind-ons_8,p82,2047,16544967.284768
wind-ons_8,p82,2050,15388749.837438
wind-ons_8,p83,2015,148108.155
wind-ons_8,p83,2020,2307905.830185
wind-ons_8,p83,2023,4092466.859495
wind-ons_8,p83,2026,4059563.892172
wind-ons_8,p83,2029,4026660.924849
wind-ons_8,p83,2032,3993757.957526
wind-ons_8,p83,2035,3960854.990203
wind-ons_8,p83,2038,3928100.131034
wind-ons_8,p83,2041,3897358.886792
wind-ons_8,p83,2044,3866407.067303
wind-ons_8,p83,2047,9506187.173126
wind-ons_8,p83,2050,7436712.73763
wind-ons_8,p84,2041,0.0
wind-ons_8,p84,2044,-0.0
wind-ons_8,p84,2047,0.0
wind-ons_8,p84,2050,0.0
wind-ons_8,p85,2032,-0.0
wind-ons_8,p85,2038,307230.686945
wind-ons_8,p85,2041,304772.841449
wind-ons_8,p85,2044,616862.063298
wind-ons_8,p85,2047,611887.841263
wind-ons_8,p85,2050,606913.619229
wind-ons_8,p9,2023,545241.4224
wind-ons_8,p9,2026,2785978.516442
wind-ons_8,p9,2029,2763655.792859
wind-ons_8,p9,2032,2741333.069277
wind-ons_8,p9,2035,2712814.185438
wind-ons_8,p9,2038,2660445.404562
wind-ons_8,p9,2041,2602825.22761
wind-ons_8,p9,2044,2571760.20538
wind-ons_8,p9,2047,2489495.350116
wind-ons_8,p9,2050,2502918.214844
wind-ons_8,p94,2035,1172388.168
wind-ons_8,p94,2038,1163009.062656
wind-ons_8,p94,2041,1153629.957312
wind-ons_8,p94,2044,1137532.673088
wind-ons_8,p94,2047,1129388.675184
wind-ons_8,p94,2050,1125492.64128
wind-ons_8,p96,2035,173953.26
wind-ons_8,p96,2038,181080.3744
wind-ons_8,p96,2041,173069.79696
wind-ons_8,p96,2044,168464.29536
wind-ons_8,p96,2047,171443.97072
wind-ons_8,p96,2050,169395.4944
wind-ons_8,p97,2032,865138.824
wind-ons_8,p97,2035,1489006.257408
wind-ons_8,p97,2038,1477038.838464
wind-ons_8,p97,2041,1465071.41952
wind-ons_8,p97,2044,1453104.000576
wind-ons_8,p97,2047,1441136.581632
wind-ons_8,p97,2050,1429169.162688
wind-ons_8,p98,2026,487210.626
wind-ons_8,p98,2029,483312.940992
wind-ons_8,p98,2032,1364595.189984
wind-ons_8,p98,2035,1353616.065504
wind-ons_8,p98,2038,3691650.549024
wind-ons_8,p98,2041,3548277.20016
wind-ons_8,p98,2044,3529691.512385
wind-ons_8,p98,2047,3641028.398658
wind-ons_8,p98,2050,3556433.042289
wind-ons_8,p99,2035,748745.154
wind-ons_8,p99,2038,1423548.474768
wind-ons_8,p99,2041,1412112.16728
wind-ons_8,p99,2044,1681314.867792
wind-ons_8,p99,2047,2072004.22224
wind-ons_8,p99,2050,2372250.140496
wind-ons_8,z122,2010,352124.94
wind-ons_8,z122,2015,352124.94
wind-ons_8,z122,2020,352124.94
wind-ons_8,z122,2023,352124.94
wind-ons_8,z122,2026,352124.94
wind-ons_8,z122,2029,352124.94
wind-ons_8,z122,2032,370773.57
wind-ons_8,z122,2035,370386.99336
wind-ons_8,z122,2038,370000.41672
wind-ons_8,z122,2041,573810.94908
wind-ons_8,z122,2044,571445.013888
wind-ons_8,z122,2047,566827.233696
wind-ons_8,z122,2050,562209.453504
wind-ons_8,z28,2026,1145471.787
wind-ons_8,z28,2029,1136308.012704
wind-ons_8,z28,2032,1127144.238408
wind-ons_8,z28,2035,1117980.464112
wind-ons_8,z28,2038,1095011.663328
wind-ons_8,z28,2041,1059911.76384
wind-ons_8,z28,2044,1017125.689776
wind-ons_8,z28,2047,1042567.357545
wind-ons_8,z28,2050,1024580.282466
wind-ons_9,p1,2032,-0.0
wind-ons_9,p1,2035,-0.0
wind-ons_9,p1,2041,646047.558
wind-ons_9,p1,2044,640879.177536
wind-ons_9,p1,2047,635710.797072
wind-ons_9,p1,2050,630542.416608
wind-ons_9,p10,2015,2565922.032
wind-ons_9,p10,2020,2532565.045584
wind-ons_9,p10,2023,2512037.669328
wind-ons_9,p10,2026,2491510.293072
wind-ons_9,p10,2029,2426017.966128
wind-ons_9,p10,2032,2412320.55696
wind-ons_9,p10,2035,2429928.164304
wind-ons_9,p10,2038,2411966.71008
wind-ons_9,p10,2041,2391439.333824
wind-ons_9,p10,2044,2373477.8796
wind-ons_9,p10,2047,3267487.152
wind-ons_9,p10,2050,3242538.749952
wind-ons_9,p103,2010,160117.191
wind-ons_9,p103,2015,3989409.5835
wind-ons_9,p103,2020,7439513.944597
wind-ons_9,p103,2023,10050981.87256
wind-ons_9,p103,2026,10697879.006135
wind-ons_9,p103,2029,10612069.643992
wind-ons_9,p103,2032,22115678.316849
wind-ons_9,p103,2035,21875923.55835
wind-ons_9,p103,2038,24867250.27028
wind-ons_9,p103,2041,26532906.855694
wind-ons_9,p103,2044,26468792.175833
wind-ons_9,p103,2047,27435890.813669
wind-ons_9,p103,2050,24244913.343778
wind-ons_9,p104,2038,0.0
wind-ons_9,p104,2044,1267651.08
wind-ons_9,p104,2047,1257509.87136
wind-ons_9,p104,2050,1247368.66272
wind-ons_9,p105,2010,845942.8125
wind-ons_9,p105,2015,1917752.355937
wind-ons_9,p105,2020,5380847.893463
wind-ons_9,p105,2023,5572805.28596
wind-ons_9,p105,2026,5528426.713981
wind-ons_9,p105,2029,5483202.199189
wind-ons_9,p105,2032,5437977.684397
wind-ons_9,p105,2035,5393599.112417
wind-ons_9,p105,2038,5349457.404425
wind-ons_9,p105,2041,5612288.897671
wind-ons_9,p105,2044,5566494.12419
wind-ons_9,p105,2047,5921546.424023
wind-ons_9,p105,2050,2655326.380416
wind-ons_9,p107,2038,309700.8
wind-ons_9,p107,2041,741863.0916
wind-ons_9,p107,2044,1980645.086016
wind-ons_9,p107,2047,1964732.466672
wind-ons_9,p107,2050,1948819.847328
wind-ons_9,p111,2015,2810.736
wind-ons_9,p111,2020,2774.196432
wind-ons_9,p111,2023,17977.199544
wind-ons_9,p111,2026,17832.909744
wind-ons_9,p111,2029,260809.760944
wind-ons_9,p111,2032,258720.502016
wind-ons_9,p111,2035,256631.243088
wind-ons_9,p111,2038,254544.794896
wind-ons_9,p111,2041,395383.616768
wind-ons_9,p111,2044,392168.969419
wind-ons_9,p111,2047,389970.786932
wind-ons_9,p111,2050,386990.040308
wind-ons_9,p112,2015,1084173.7536
wind-ons_9,p112,2020,1216981.134403
wind-ons_9,p112,2023,1381451.821258
wind-ons_9,p112,2026,1370208.663792
wind-ons_9,p112,2029,1763874.786326
wind-ons_9,p112,2032,1749392.354621
wind-ons_9,p112,2035,1734909.922915
wind-ons_9,p112,2038,1721511.664963
wind-ons_9,p112,2041,1707176.134897
wind-ons_9,p112,2044,1693952.196235
wind-ons_9,p112,2047,2079032.174118
wind-ons_9,p112,2050,1927210.22658
wind-ons_9,p115,2010,20446.182
wind-ons_9,p115,2015,167371.4556
wind-ons_9,p115,2020,165461.427043
wind-ons_9,p115,2023,164286.024854
wind-ons_9,p115,2026,163110.622666
wind-ons_9,p115,2029,340231.270277
wind-ons_9,p115,2032,350493.91969
wind-ons_9,p115,2035,347625.664286
wind-ons_9,p115,2038,344904.334157
wind-ons_9,p115,2041,342036.078754
wind-ons_9,p115,2044,339314.748624
wind-ons_9,p115,2047,390521.42293
wind-ons_9,p115,2050,387496.42252
wind-ons_9,p116,2010,385333.974
wind-ons_9,p116,2015,833680.698
wind-ons_9,p116,2020,1331577.388188
wind-ons_9,p116,2023,1662097.320715
wind-ons_9,p116,2026,1651775.653279
wind-ons_9,p116,2029,1843941.511843
wind-ons_9,p116,2032,1831999.944199
wind-ons_9,p116,2035,1917111.442555
wind-ons_9,p116,2038,1903616.156515
wind-ons_9,p116,2041,2039060.848949
wind-ons_9,p116,2044,2022855.591417
wind-ons_9,p116,2047,2171427.996942
wind-ons_9,p116,2050,1689519.466881
wind-ons_9,p117,2032,723433.41
wind-ons_9,p117,2035,717645.94272
wind-ons_9,p117,2038,711858.47544
wind-ons_9,p117,2041,706071.00816
wind-ons_9,p117,2044,700283.54088
wind-ons_9,p117,2047,694496.0736
wind-ons_9,p117,2050,688708.60632
wind-ons_9,p118,2032,4648794.48
wind-ons_9,p118,2035,4611604.12416
wind-ons_9,p118,2038,4574413.76832
wind-ons_9,p118,2041,4537223.41248
wind-ons_9,p118,2044,4500033.05664
wind-ons_9,p118,2047,4462842.7008
wind-ons_9,p118,2050,4425652.34496
wind-ons_9,p121,2026,10198.809533
wind-ons_9,p121,2029,10117.219057
wind-ons_9,p121,2032,736322.723591
wind-ons_9,p121,2035,1399331.371687
wind-ons_9,p121,2038,1388088.280168
wind-ons_9,p121,2041,1376845.188649
wind-ons_9,p121,2044,1407867.280604
wind-ons_9,p121,2047,1396296.266427
wind-ons_9,p121,2050,1617572.295684
wind-ons_9,p124,2038,24649.380528
wind-ons_9,p124,2041,560283.554047
wind-ons_9,p124,2044,642023.740345
wind-ons_9,p124,2047,804567.549797
wind-ons_9,p124,2050,808879.588834
wind-ons_9,p125,2032,392195.16
wind-ons_9,p125,2035,389057.59872
wind-ons_9,p125,2038,385920.03744
wind-ons_9,p125,2041,559854.14616
wind-ons_9,p125,2044,556031.21472
wind-ons_9,p125,2047,688014.44064
wind-ons_9,p125,2050,677976.723072
wind-ons_9,p126,2010,15073.3125
wind-ons_9,p126,2015,15073.3125
wind-ons_9,p126,2020,15073.3125
wind-ons_9,p126,2023,15073.3125
wind-ons_9,p126,2026,543310.047
wind-ons_9,p126,2029,539084.153124
wind-ons_9,p126,2032,534858.259248
wind-ons_9,p126,2035,530632.365372
wind-ons_9,p126,2038,535988.973996
wind-ons_9,p126,2041,524905.74
wind-ons_9,p126,2044,522539.349264
wind-ons_9,p126,2047,518678.45838
wind-ons_9,p126,2050,514674.200956
wind-ons_9,p127,2010,1489266.09
wind-ons_9,p127,2015,1489266.09
wind-ons_9,p127,2020,1588349.8377
wind-ons_9,p127,2023,2328050.916518
wind-ons_9,p127,2026,2989626.832946
wind-ons_9,p127,2029,5919061.872683
wind-ons_9,p127,2032,6385859.533867
wind-ons_9,p127,2035,6346133.53124
wind-ons_9,p127,2038,6445492.754613
wind-ons_9,p127,2041,15923724.908092
wind-ons_9,p127,2044,15795658.75944
wind-ons_9,p127,2047,16595216.665085
wind-ons_9,p127,2050,18931446.974643
wind-ons_9,p128,2035,131866.434
wind-ons_9,p128,2038,130811.502528
wind-ons_9,p128,2041,129756.571056
wind-ons_9,p128,2044,128701.639584
wind-ons_9,p128,2047,126466.78968
wind-ons_9,p128,2050,123307.8336
wind-ons_9,p131,2010,11032.4886
wind-ons_9,p131,2015,10889.066248
wind-ons_9,p131,2020,10734.611408
wind-ons_9,p131,2023,10646.351499
wind-ons_9,p131,2026,10569.124079
wind-ons_9,p131,2029,10480.86417
wind-ons_9,p131,2032,3912592.354561
wind-ons_9,p131,2035,3881297.529139
wind-ons_9,p131,2038,3849991.671227
wind-ons_9,p131,2041,3822655.585493
wind-ons_9,p131,2044,3791325.118457
wind-ons_9,p131,2047,4321039.099421
wind-ons_9,p131,2050,4285220.276801
wind-ons_9,p132,2015,11427.24
wind-ons_9,p132,2020,11278.68588
wind-ons_9,p132,2023,11187.26796
wind-ons_9,p132,2026,11095.85004
wind-ons_9,p132,2029,11004.43212
wind-ons_9,p132,2032,1194984.31952
wind-ons_9,p132,2035,1185420.331158
wind-ons_9,p132,2038,1175867.770035
wind-ons_9,p132,2041,1166303.781673
wind-ons_9,p132,2044,3898105.480766
wind-ons_9,p132,2047,4704013.597601
wind-ons_9,p132,2050,5106656.688317
wind-ons_9,p133,2015,3502.089
wind-ons_9,p133,2020,74144.969343
wind-ons_9,p133,2023,81984.184371
wind-ons_9,p133,2026,81323.198487
wind-ons_9,p133,2029,80662.212603
wind-ons_9,p133,2032,2116974.088719
wind-ons_9,p133,2035,2100017.319939
wind-ons_9,p133,2038,2083064.053248
wind-ons_9,p133,2041,2066177.972875
wind-ons_9,p133,2044,2049233.138923
wind-ons_9,p133,2047,3474068.992938
wind-ons_9,p133,2050,3340671.576354
wind-ons_9,p134,2010,120983.013
wind-ons_9,p134,2015,120983.013
wind-ons_9,p134,2020,120983.013
wind-ons_9,p134,2023,120983.013
wind-ons_9,p134,2026,120983.013
wind-ons_9,p134,2029,110271.744
wind-ons_9,p134,2032,113893.695
wind-ons_9,p134,2035,120983.013
wind-ons_9,p134,2038,120983.013
wind-ons_9,p17,2038,-0.0
wind-ons_9,p17,2050,0.0
wind-ons_9,p18,2010,243408.9762
wind-ons_9,p18,2015,243408.9762
wind-ons_9,p18,2020,243408.9762
wind-ons_9,p18,2023,243408.9762
wind-ons_9,p18,2026,243408.9762
wind-ons_9,p18,2029,226952.0604
wind-ons_9,p18,2032,226952.0604
wind-ons_9,p18,2035,243408.9762
wind-ons_9,p18,2038,243408.9762
wind-ons_9,p18,2041,394755.544603
wind-ons_9,p18,2044,395941.356346
wind-ons_9,p18,2047,392748.280891
wind-ons_9,p18,2050,615889.287263
wind-ons_9,p2,2010,365484.6
wind-ons_9,p2,2015,365484.6
wind-ons_9,p2,2020,365484.6
wind-ons_9,p2,2023,365484.6
wind-ons_9,p2,2026,365484.6
wind-ons_9,p2,2029,365484.6
wind-ons_9,p2,2032,365484.6
wind-ons_9,p2,2035,365484.6
wind-ons_9,p2,2038,598369.824
wind-ons_9,p2,2041,985742.673408
wind-ons_9,p2,2044,977818.436352
wind-ons_9,p2,2047,969894.199296
wind-ons_9,p2,2050,961969.96224
wind-ons_9,p20,2035,-0.0
wind-ons_9,p21,2010,34826.87856
wind-ons_9,p21,2015,34826.87856
wind-ons_9,p21,2020,34826.87856
wind-ons_9,p21,2023,34826.87856
wind-ons_9,p21,2026,34826.87856
wind-ons_9,p21,2029,32225.00928
wind-ons_9,p21,2032,31963.76208
wind-ons_9,p21,2035,31015.5828
wind-ons_9,p21,2038,31054.22064
wind-ons_9,p21,2041,50289.27408
wind-ons_9,p21,2044,49710.429757
wind-ons_9,p21,2047,49243.27506
wind-ons_9,p21,2050,47515.270118
wind-ons_9,p23,2026,87378.825
wind-ons_9,p23,2029,86679.7944
wind-ons_9,p23,2032,85980.7638
wind-ons_9,p23,2035,85281.7332
wind-ons_9,p23,2038,84582.7026
wind-ons_9,p23,2041,81523.08
wind-ons_9,p23,2044,81177.08052
wind-ons_9,p23,2047,81066.5415
wind-ons_9,p23,2050,79142.650875
wind-ons_9,p24,2010,363492.1278
wind-ons_9,p24,2015,363492.1278
wind-ons_9,p24,2020,363492.1278
wind-ons_9,p24,2023,363492.1278
wind-ons_9,p24,2026,8602256.8008
wind-ons_9,p24,2029,8501326.441416
wind-ons_9,p24,2032,8449668.385932
wind-ons_9,p24,2035,8371480.109597
wind-ons_9,p24,2038,7669532.449013
wind-ons_9,p24,2041,7824869.048669
wind-ons_9,p24,2044,7688391.701897
wind-ons_9,p24,2047,7542027.614457
wind-ons_9,p24,2050,7261930.257788
wind-ons_9,p26,2026,159280.95
wind-ons_9,p26,2029,159030.575792
wind-ons_9,p26,2032,157748.137205
wind-ons_9,p26,2035,156465.698618
wind-ons_9,p26,2038,155183.26003
wind-ons_9,p26,2041,153900.821443
wind-ons_9,p26,2044,152618.382856
wind-ons_9,p26,2047,151495.225219
wind-ons_9,p26,2050,150213.810505
wind-ons_9,p27,2015,28211.43
wind-ons_9,p27,2020,159682.71741
wind-ons_9,p27,2023,158402.321682
wind-ons_9,p27,2026,157121.925954
wind-ons_9,p27,2029,155521.920156
wind-ons_9,p27,2032,154537.104492
wind-ons_9,p27,2035,146869.36362
wind-ons_9,p27,2038,142438.708488
wind-ons_9,p27,2041,142496.8665
wind-ons_9,p27,2044,140796.503208
wind-ons_9,p27,2047,134117.6862
wind-ons_9,p27,2050,35095.55136
wind-ons_9,p31,2010,210255.75
wind-ons_9,p31,2015,210255.75
wind-ons_9,p31,2020,210255.75
wind-ons_9,p31,2023,210255.75
wind-ons_9,p31,2026,210255.75
wind-ons_9,p31,2029,203864.31
wind-ons_9,p31,2032,11468019.86274
wind-ons_9,p31,2035,12555273.451467
wind-ons_9,p31,2038,17793119.959858
wind-ons_9,p31,2041,17649223.178639
wind-ons_9,p31,2044,18087510.156804
wind-ons_9,p31,2047,18310961.926089
wind-ons_9,p31,2050,24749489.60299
wind-ons_9,p32,2026,178596.747
wind-ons_9,p32,2029,603100.886024
wind-ons_9,p32,2032,598264.648744
wind-ons_9,p32,2035,593428.411464
wind-ons_9,p32,2038,588592.174184
wind-ons_9,p32,2041,583722.418077
wind-ons_9,p32,2044,577771.450235
wind-ons_9,p32,2047,570342.627215
wind-ons_9,p32,2050,559782.62804
wind-ons_9,p33,2010,421235.901
wind-ons_9,p33,2015,421235.901
wind-ons_9,p33,2020,421235.901
wind-ons_9,p33,2023,421235.901
wind-ons_9,p33,2026,421235.901
wind-ons_9,p33,2029,401951.961
wind-ons_9,p33,2032,401951.961
wind-ons_9,p33,2035,414431.649
wind-ons_9,p33,2038,689586.579
wind-ons_9,p33,2041,2499850.270368
wind-ons_9,p33,2044,2479807.334664
wind-ons_9,p33,2047,2459764.39896
wind-ons_9,p33,2050,2439721.463256
wind-ons_9,p34,2010,166261.0455
wind-ons_9,p34,2015,166261.0455
wind-ons_9,p34,2020,166261.0455
wind-ons_9,p34,2023,166261.0455
wind-ons_9,p34,2026,166261.0455
wind-ons_9,p34,2029,157412.9025
wind-ons_9,p34,2032,156979.377
wind-ons_9,p34,2035,163229.9805
wind-ons_9,p34,2038,249108.404184
wind-ons_9,p34,2041,269726.249268
wind-ons_9,p34,2044,265419.783648
wind-ons_9,p34,2047,265375.139436
wind-ons_9,p34,2050,263199.58452
wind-ons_9,p35,2010,68620.05
wind-ons_9,p35,2015,68620.05
wind-ons_9,p35,2020,68620.05
wind-ons_9,p35,2023,68620.05
wind-ons_9,p35,2026,67012.2
wind-ons_9,p35,2029,67571.28
wind-ons_9,p35,2032,68084.91
wind-ons_9,p35,2035,68620.05
wind-ons_9,p35,2038,111176.616383
wind-ons_9,p35,2041,111418.85088
wind-ons_9,p35,2044,110520.31176
wind-ons_9,p35,2047,109621.77264
wind-ons_9,p35,2050,108723.23352
wind-ons_9,p36,2010,525879.3798
wind-ons_9,p36,2015,1486689.6483
wind-ons_9,p36,2020,6156729.193609
wind-ons_9,p36,2023,7163438.848031
wind-ons_9,p36,2026,10060040.857235
wind-ons_9,p36,2029,11538034.792136
wind-ons_9,p36,2032,11387050.210759
wind-ons_9,p36,2035,11306597.024963
wind-ons_9,p36,2038,11204391.006356
wind-ons_9,p36,2041,11319444.604108
wind-ons_9,p36,2044,11724031.211217
wind-ons_9,p36,2047,12276159.82235
wind-ons_9,p36,2050,13202710.338668
wind-ons_9,p37,2010,1497310.9155
wind-ons_9,p37,2015,1911744.4635
wind-ons_9,p37,2020,2769930.214776
wind-ons_9,p37,2023,2759706.159293
wind-ons_9,p37,2026,3307571.22001
wind-ons_9,p37,2029,11259120.445813
wind-ons_9,p37,2032,11180701.412556
wind-ons_9,p37,2035,11102282.379298
wind-ons_9,p37,2038,10676980.280589
wind-ons_9,p37,2041,11903746.81559
wind-ons_9,p37,2044,11808307.381997
wind-ons_9,p37,2047,11864225.176138
wind-ons_9,p37,2050,10976954.388144
wind-ons_9,p38,2010,1082850.588
wind-ons_9,p38,2015,1071413.670807
wind-ons_9,p38,2020,1059096.990753
wind-ons_9,p38,2023,1049252.674365
wind-ons_9,p38,2026,1041020.761338
wind-ons_9,p38,2029,1031305.959
wind-ons_9,p38,2032,1031824.342062
wind-ons_9,p38,2035,1082473.813035
wind-ons_9,p38,2038,1074262.117347
wind-ons_9,p38,2041,1454522.5944
wind-ons_9,p38,2044,1442867.63616
wind-ons_9,p38,2047,1431212.67792
wind-ons_9,p38,2050,1401753.02112
wind-ons_9,p39,2038,0.0
wind-ons_9,p39,2050,0.0
wind-ons_9,p40,2010,20489.40036
wind-ons_9,p40,2015,20489.40036
wind-ons_9,p40,2020,20489.40036
wind-ons_9,p40,2023,20041.69959
wind-ons_9,p40,2026,19379.14308
wind-ons_9,p40,2029,20154.63384
wind-ons_9,p40,2032,20202.72111
wind-ons_9,p40,2035,20489.40036
wind-ons_9,p40,2038,20489.40036
wind-ons_9,p40,2041,33363.5841
wind-ons_9,p40,2044,33191.125989
wind-ons_9,p40,2047,33064.330844
wind-ons_9,p40,2050,32795.515146
wind-ons_9,p41,2010,3035.9028
wind-ons_9,p41,2015,3035.9028
wind-ons_9,p41,2020,3035.9028
wind-ons_9,p41,2023,2983.7388
wind-ons_9,p41,2026,2949.6432
wind-ons_9,p41,2029,3969.0273
wind-ons_9,p41,2032,4904.381093
wind-ons_9,p41,2035,4864.989175
