i,r,t,Value
lfill-gas,p102,2047,711793.202426
lfill-gas,p102,2050,717942.132566
lfill-gas,p103,2010,467276.231834
lfill-gas,p103,2015,615894.423127
lfill-gas,p103,2020,651632.926135
lfill-gas,p103,2023,615015.635618
lfill-gas,p103,2026,623747.680418
lfill-gas,p103,2029,623671.941818
lfill-gas,p103,2032,613822.931018
lfill-gas,p103,2035,592588.425627
lfill-gas,p103,2038,591335.607403
lfill-gas,p103,2041,591158.359993
lfill-gas,p103,2044,569520.248119
lfill-gas,p103,2047,570357.051309
lfill-gas,p103,2050,578937.892903
lfill-gas,p104,2010,21063.216
lfill-gas,p104,2015,34340.484566
lfill-gas,p104,2020,39465.566208
lfill-gas,p104,2023,37918.337808
lfill-gas,p104,2026,39465.566208
lfill-gas,p104,2029,39301.220208
lfill-gas,p104,2032,39465.566208
lfill-gas,p104,2035,39277.871208
lfill-gas,p104,2038,39277.871208
lfill-gas,p104,2041,39113.525208
lfill-gas,p104,2044,39277.871208
lfill-gas,p104,2047,39020.710608
lfill-gas,p104,2050,39020.710608
lfill-gas,p105,2010,66040.83625
lfill-gas,p105,2015,81206.492323
lfill-gas,p105,2020,108433.142256
lfill-gas,p105,2023,107857.401456
lfill-gas,p105,2026,114238.703856
lfill-gas,p105,2029,112629.506856
lfill-gas,p105,2032,115057.603056
lfill-gas,p105,2035,114293.363556
lfill-gas,p105,2038,113903.065956
lfill-gas,p105,2041,113120.889756
lfill-gas,p105,2044,113242.854756
lfill-gas,p105,2047,112152.058356
lfill-gas,p105,2050,111156.931956
lfill-gas,p107,2010,9762.450192
lfill-gas,p107,2015,9079.934497
lfill-gas,p107,2020,9762.450192
lfill-gas,p107,2023,9118.210801
lfill-gas,p107,2026,9762.450192
lfill-gas,p107,2029,9720.408192
lfill-gas,p107,2032,9762.450192
lfill-gas,p107,2035,9714.435192
lfill-gas,p107,2038,9714.435192
lfill-gas,p107,2041,9672.393192
lfill-gas,p107,2044,9714.435192
lfill-gas,p107,2047,9626.534676
lfill-gas,p107,2050,9626.534676
lfill-gas,p109,2010,69600.192
lfill-gas,p109,2015,71951.381059
lfill-gas,p109,2020,91204.995264
lfill-gas,p109,2023,75650.021664
lfill-gas,p109,2026,82600.517664
lfill-gas,p109,2029,81967.182864
lfill-gas,p109,2032,83244.024864
lfill-gas,p109,2035,82594.305864
lfill-gas,p109,2038,82628.745864
lfill-gas,p109,2041,82211.358264
lfill-gas,p109,2044,81951.873864
lfill-gas,p109,2047,82363.310064
lfill-gas,p109,2050,80971.631664
lfill-gas,p11,2010,58920.44425
lfill-gas,p11,2015,69961.854374
lfill-gas,p11,2020,69961.854374
lfill-gas,p11,2023,53277.56531
lfill-gas,p11,2026,53477.598374
lfill-gas,p11,2029,53477.598374
lfill-gas,p11,2032,51932.863848
lfill-gas,p11,2035,49415.53404
lfill-gas,p11,2038,45838.518209
lfill-gas,p11,2041,44731.001285
lfill-gas,p11,2044,45930.484709
lfill-gas,p11,2047,44751.686702
lfill-gas,p11,2050,44376.933173
lfill-gas,p111,2010,181456.581312
lfill-gas,p111,2015,331005.082522
lfill-gas,p111,2020,329985.188122
lfill-gas,p111,2023,187703.972122
lfill-gas,p111,2026,187703.972122
lfill-gas,p111,2029,186924.284122
lfill-gas,p111,2032,187703.972122
lfill-gas,p111,2035,186813.512122
lfill-gas,p111,2038,186813.512122
lfill-gas,p111,2041,186813.512122
lfill-gas,p111,2044,184999.59553
lfill-gas,p111,2047,184263.72673
lfill-gas,p111,2050,184263.72673
lfill-gas,p112,2010,12821.088
lfill-gas,p112,2015,52104.907258
lfill-gas,p112,2020,51411.327658
lfill-gas,p112,2023,40485.170458
lfill-gas,p112,2026,40485.170458
lfill-gas,p112,2029,40317.002458
lfill-gas,p112,2032,40485.170458
lfill-gas,p112,2035,40293.110458
lfill-gas,p112,2038,40293.110458
lfill-gas,p112,2041,40124.942458
lfill-gas,p112,2044,40097.492002
lfill-gas,p112,2047,39938.775202
lfill-gas,p112,2050,39938.775202
lfill-gas,p114,2020,20702.643984
lfill-gas,p114,2023,20702.643984
lfill-gas,p114,2026,20702.643984
lfill-gas,p114,2029,20616.648984
lfill-gas,p114,2032,20702.643984
lfill-gas,p114,2035,20604.431484
lfill-gas,p114,2038,20604.431484
lfill-gas,p114,2041,20518.436484
lfill-gas,p114,2044,20604.431484
lfill-gas,p114,2047,20523.269484
lfill-gas,p114,2050,20523.269484
lfill-gas,p115,2010,21979.008
lfill-gas,p115,2015,20358.4032
lfill-gas,p115,2020,20286.288
lfill-gas,p115,2023,19849.536
lfill-gas,p115,2026,21979.008
lfill-gas,p115,2029,21817.44
lfill-gas,p115,2032,21979.008
lfill-gas,p115,2035,21874.248
lfill-gas,p115,2038,21874.248
lfill-gas,p115,2041,21782.52
lfill-gas,p115,2044,21661.272
lfill-gas,p115,2047,21326.8032
lfill-gas,p115,2050,21433.2912
lfill-gas,p117,2020,14721.880166
lfill-gas,p117,2023,14721.880166
lfill-gas,p117,2026,14721.880166
lfill-gas,p117,2029,14660.728166
lfill-gas,p117,2032,14721.880166
lfill-gas,p117,2035,14652.040166
lfill-gas,p117,2038,14652.040166
lfill-gas,p117,2041,14590.888166
lfill-gas,p117,2044,14509.772198
lfill-gas,p117,2047,14452.056998
lfill-gas,p117,2050,14523.190982
lfill-gas,p118,2015,33124.230374
lfill-gas,p118,2020,41405.287968
lfill-gas,p118,2023,41405.287968
lfill-gas,p118,2026,41405.287968
lfill-gas,p118,2029,41233.297968
lfill-gas,p118,2032,41405.287968
lfill-gas,p118,2035,41208.862968
lfill-gas,p118,2038,41208.862968
lfill-gas,p118,2041,41036.872968
lfill-gas,p118,2044,40808.734308
lfill-gas,p118,2047,40646.410308
lfill-gas,p118,2050,40846.474638
lfill-gas,p12,2015,14721.880166
lfill-gas,p12,2020,14677.470566
lfill-gas,p12,2023,14721.880166
lfill-gas,p12,2026,14041.792051
lfill-gas,p12,2029,12354.743366
lfill-gas,p12,2032,13466.44489
lfill-gas,p12,2035,13511.664979
lfill-gas,p12,2038,12471.78889
lfill-gas,p12,2041,12166.613606
lfill-gas,p12,2044,12084.612749
lfill-gas,p12,2047,12084.612749
lfill-gas,p12,2050,11759.575949
lfill-gas,p120,2010,63774.648
lfill-gas,p120,2015,78309.574613
lfill-gas,p120,2020,37583.373443
lfill-gas,p120,2023,34341.758333
lfill-gas,p120,2026,41764.573133
lfill-gas,p120,2029,29859.469133
lfill-gas,p120,2032,49148.750718
lfill-gas,p120,2035,44916.092621
lfill-gas,p120,2038,50697.057101
lfill-gas,p120,2041,51976.458226
lfill-gas,p120,2044,60221.519095
lfill-gas,p120,2047,54153.37847
lfill-gas,p120,2050,49054.14647
lfill-gas,p123,2010,584178.562944
lfill-gas,p123,2015,594702.876552
lfill-gas,p123,2020,586642.475352
lfill-gas,p123,2023,580420.35847
lfill-gas,p123,2026,591571.60177
lfill-gas,p123,2029,588433.96837
lfill-gas,p123,2032,596029.79017
lfill-gas,p123,2035,593196.66697
lfill-gas,p123,2038,588292.86157
lfill-gas,p123,2041,584505.09307
lfill-gas,p123,2044,583774.306918
lfill-gas,p123,2047,571204.551754
lfill-gas,p123,2050,568816.312054
lfill-gas,p125,2010,36653.307552
lfill-gas,p125,2015,45854.482656
lfill-gas,p125,2020,45854.482656
lfill-gas,p125,2023,45854.482656
lfill-gas,p125,2026,45854.482656
lfill-gas,p125,2029,45720.712656
lfill-gas,p125,2032,45854.482656
lfill-gas,p125,2035,45636.232656
lfill-gas,p125,2038,45490.732656
lfill-gas,p125,2041,45082.996656
lfill-gas,p125,2044,44211.554136
lfill-gas,p125,2047,43978.473996
lfill-gas,p125,2050,43697.808996
lfill-gas,p126,2010,439330.564454
lfill-gas,p126,2015,456152.446137
lfill-gas,p126,2020,413246.011853
lfill-gas,p126,2023,395173.184288
lfill-gas,p126,2026,422617.084577
lfill-gas,p126,2029,422289.997877
lfill-gas,p126,2032,424610.733377
lfill-gas,p126,2035,421984.218377
lfill-gas,p126,2038,420412.266377
lfill-gas,p126,2041,414375.527389
lfill-gas,p126,2044,410277.050888
lfill-gas,p126,2047,401336.683126
lfill-gas,p126,2050,399512.229731
lfill-gas,p127,2010,696375.236587
lfill-gas,p127,2015,777345.577502
lfill-gas,p127,2020,781271.229586
lfill-gas,p127,2023,773717.013586
lfill-gas,p127,2026,737085.333586
lfill-gas,p127,2029,734090.577586
lfill-gas,p127,2032,729117.239267
lfill-gas,p127,2035,710508.743081
lfill-gas,p127,2038,719107.906664
lfill-gas,p127,2041,717317.450881
lfill-gas,p127,2044,693014.937062
lfill-gas,p127,2047,664018.116674
lfill-gas,p127,2050,663529.404674
lfill-gas,p128,2026,13801.762656
lfill-gas,p128,2029,13801.762656
lfill-gas,p128,2032,13801.762656
lfill-gas,p128,2035,13219.849566
lfill-gas,p128,2038,13692.637656
lfill-gas,p128,2041,13692.637656
lfill-gas,p128,2044,13381.651026
lfill-gas,p128,2047,12615.594372
lfill-gas,p128,2050,12615.594372
lfill-gas,p129,2010,41668.536
lfill-gas,p129,2015,41668.536
lfill-gas,p129,2020,41668.536
lfill-gas,p129,2023,34342.2
lfill-gas,p129,2026,34342.2
lfill-gas,p129,2029,34198.875
lfill-gas,p129,2032,33776.6175
lfill-gas,p129,2035,32892.8175
lfill-gas,p129,2038,33503.805
lfill-gas,p129,2041,33129.18
lfill-gas,p129,2044,31904.865
lfill-gas,p129,2047,31467.9375
lfill-gas,p129,2050,31122.9675
lfill-gas,p13,2015,30363.877843
lfill-gas,p13,2020,30272.283043
lfill-gas,p13,2023,30363.877843
lfill-gas,p13,2026,29354.869843
lfill-gas,p13,2029,26929.620313
lfill-gas,p13,2032,27979.430609
lfill-gas,p13,2035,28050.95902
lfill-gas,p13,2038,26020.361585
lfill-gas,p13,2041,25390.937563
lfill-gas,p13,2044,26088.055963
lfill-gas,p13,2047,25086.675794
lfill-gas,p13,2050,24967.638194
lfill-gas,p130,2010,100608.955181
lfill-gas,p130,2015,100574.908181
lfill-gas,p130,2020,107194.650209
lfill-gas,p130,2023,107475.789509
lfill-gas,p130,2026,107509.836509
lfill-gas,p130,2029,107326.790009
lfill-gas,p130,2032,106320.154727
lfill-gas,p130,2035,103516.96375
lfill-gas,p130,2038,104561.731966
lfill-gas,p130,2041,103387.904143
lfill-gas,p130,2044,99965.380333
lfill-gas,p130,2047,97979.630395
lfill-gas,p130,2050,96060.716395
lfill-gas,p131,2010,584483.17872
lfill-gas,p131,2015,599665.117642
lfill-gas,p131,2020,599665.117642
lfill-gas,p131,2023,578895.170026
lfill-gas,p131,2026,578895.170026
lfill-gas,p131,2029,578444.174026
lfill-gas,p131,2032,577113.072356
lfill-gas,p131,2035,566579.173004
lfill-gas,p131,2038,564763.021556
lfill-gas,p131,2041,561281.438737
lfill-gas,p131,2044,547054.431359
lfill-gas,p131,2047,532304.324537
lfill-gas,p131,2050,529352.998937
lfill-gas,p132,2010,741711.553224
lfill-gas,p132,2015,741711.553224
lfill-gas,p132,2020,741634.095624
lfill-gas,p132,2023,471822.204696
lfill-gas,p132,2026,471836.172696
lfill-gas,p132,2029,471805.596696
lfill-gas,p132,2032,470498.896505
lfill-gas,p132,2035,461974.403643
lfill-gas,p132,2038,460221.997663
lfill-gas,p132,2041,457514.974396
lfill-gas,p132,2044,446420.374249
lfill-gas,p132,2047,433379.593286
lfill-gas,p132,2050,429474.104494
lfill-gas,p133,2010,27473.76
lfill-gas,p133,2015,169631.915357
lfill-gas,p133,2020,169631.915357
lfill-gas,p133,2023,169631.915357
lfill-gas,p133,2026,169631.915357
lfill-gas,p133,2029,168926.756357
lfill-gas,p133,2032,166835.268257
lfill-gas,p133,2035,162483.331001
lfill-gas,p133,2038,165493.030757
lfill-gas,p133,2041,164413.588972
lfill-gas,p133,2044,158171.808416
lfill-gas,p133,2047,155466.97655
lfill-gas,p133,2050,153769.72415
lfill-gas,p134,2010,79673.904
lfill-gas,p134,2015,79673.904
lfill-gas,p134,2020,75552.84
lfill-gas,p134,2023,67310.712
lfill-gas,p134,2026,67310.712
lfill-gas,p134,2029,60564.882
lfill-gas,p134,2032,60528.5352
lfill-gas,p134,2035,63952.1745
lfill-gas,p134,2038,65463.4512
lfill-gas,p134,2041,51384.8799
lfill-gas,p134,2044,51190.6536
lfill-gas,p134,2047,52939.519025
lfill-gas,p134,2050,53047.3419
lfill-gas,p14,2015,14721.880166
lfill-gas,p14,2020,14721.880166
lfill-gas,p14,2023,14721.880166
lfill-gas,p14,2026,14232.664166
lfill-gas,p14,2029,12211.080998
lfill-gas,p14,2032,12265.006138
lfill-gas,p14,2035,12819.706579
lfill-gas,p14,2038,11756.55049
lfill-gas,p14,2041,11221.381862
lfill-gas,p14,2044,10985.122061
lfill-gas,p14,2047,10961.534861
lfill-gas,p14,2050,10961.534861
lfill-gas,p15,2010,13736.88
lfill-gas,p15,2015,13736.88
lfill-gas,p15,2020,13695.246
lfill-gas,p15,2023,13736.88
lfill-gas,p15,2026,13278.24
lfill-gas,p15,2029,11261.583
lfill-gas,p15,2032,11438.748
lfill-gas,p15,2035,11955.717
lfill-gas,p15,2038,10959.768
lfill-gas,p15,2041,10459.62
lfill-gas,p15,2044,10240.074
lfill-gas,p15,2047,10217.961
lfill-gas,p15,2050,10217.961
lfill-gas,p17,2010,7326.336
lfill-gas,p17,2015,7326.336
lfill-gas,p17,2020,7304.1312
lfill-gas,p17,2023,14595.548083
lfill-gas,p17,2026,14198.060083
lfill-gas,p17,2029,11687.649619
lfill-gas,p17,2032,11956.056509
lfill-gas,p17,2035,12786.23569
lfill-gas,p17,2038,11723.484845
lfill-gas,p17,2041,11189.154931
lfill-gas,p17,2044,10925.07623
lfill-gas,p17,2047,10930.34663
lfill-gas,p17,2050,10930.34663
lfill-gas,p25,2010,34800.096
lfill-gas,p25,2015,34800.096
lfill-gas,p25,2020,34190.1504
lfill-gas,p25,2023,34200.6384
lfill-gas,p25,2026,33638.208
lfill-gas,p25,2029,30536.3592
lfill-gas,p25,2032,31881.0348
lfill-gas,p25,2035,32310.792
lfill-gas,p25,2038,32456.0052
lfill-gas,p25,2041,32268.6576
lfill-gas,p25,2044,31906.7304
lfill-gas,p25,2047,31906.7304
lfill-gas,p25,2050,31108.1376
lfill-gas,p3,2010,103942.392
lfill-gas,p3,2015,103942.392
lfill-gas,p3,2020,103942.392
lfill-gas,p3,2023,103942.392
lfill-gas,p3,2026,100472.016
lfill-gas,p3,2029,78148.6998
lfill-gas,p3,2032,87598.5282
lfill-gas,p3,2035,90299.7828
lfill-gas,p3,2038,82928.9112
lfill-gas,p3,2041,79144.458
lfill-gas,p3,2044,78428.3184
lfill-gas,p3,2047,77483.2266
lfill-gas,p3,2050,76685.9799
lfill-gas,p31,2010,14652.672
lfill-gas,p31,2015,14652.672
lfill-gas,p31,2020,14608.2624
lfill-gas,p31,2023,14400.2688
lfill-gas,p31,2026,14088.0
lfill-gas,p31,2029,12990.6432
lfill-gas,p31,2032,13372.992
lfill-gas,p31,2035,13375.7952
lfill-gas,p31,2038,13219.0176
lfill-gas,p31,2041,11909.7024
lfill-gas,p31,2044,12135.7536
lfill-gas,p31,2047,11677.7184
lfill-gas,p31,2050,12028.3008
lfill-gas,p33,2010,14652.672
lfill-gas,p33,2015,28914.493411
lfill-gas,p33,2020,28167.488611
lfill-gas,p33,2023,27822.503011
lfill-gas,p33,2026,27540.130627
lfill-gas,p33,2029,23292.114935
lfill-gas,p33,2032,25009.609496
lfill-gas,p33,2035,26195.109649
lfill-gas,p33,2038,26418.266342
lfill-gas,p33,2041,26196.836065
lfill-gas,p33,2044,25274.775313
lfill-gas,p33,2047,24965.472274
lfill-gas,p33,2050,24557.287219
lfill-gas,p41,2010,25184.28
lfill-gas,p41,2015,43892.970986
lfill-gas,p41,2020,43761.23695
lfill-gas,p41,2023,42902.360489
lfill-gas,p41,2026,42364.23372
lfill-gas,p41,2029,43754.74831
lfill-gas,p41,2032,45268.735289
lfill-gas,p41,2035,45439.51975
lfill-gas,p41,2038,45045.85375
lfill-gas,p41,2041,45045.85375
lfill-gas,p41,2044,45242.68675
lfill-gas,p41,2047,43657.407958
lfill-gas,p41,2050,44545.741978
lfill-gas,p43,2010,279791.758042
lfill-gas,p43,2015,285700.631692
lfill-gas,p43,2020,273708.282898
lfill-gas,p43,2023,259547.018698
lfill-gas,p43,2026,251366.16494
lfill-gas,p43,2029,179876.264698
lfill-gas,p43,2032,177372.785698
lfill-gas,p43,2035,177491.764284
lfill-gas,p43,2038,177099.973198
lfill-gas,p43,2041,175811.959198
lfill-gas,p43,2044,177132.298798
lfill-gas,p43,2047,176781.666376
lfill-gas,p43,2050,177199.258798
lfill-gas,p45,2010,18315.84
lfill-gas,p45,2015,16866.336
lfill-gas,p45,2020,16389.756
lfill-gas,p45,2023,15737.772
lfill-gas,p45,2026,16681.752
lfill-gas,p45,2029,17155.404
lfill-gas,p45,2032,17540.148
lfill-gas,p45,2035,17606.1
lfill-gas,p45,2038,17453.22
lfill-gas,p45,2041,17453.22
lfill-gas,p45,2044,17529.66
lfill-gas,p45,2047,17009.316
lfill-gas,p45,2050,17367.876
lfill-gas,p46,2010,87916.032
lfill-gas,p46,2015,83122.060507
lfill-gas,p46,2020,74858.731507
lfill-gas,p46,2023,74542.827907
lfill-gas,p46,2026,82295.089291
lfill-gas,p46,2029,85111.062307
lfill-gas,p46,2032,19643.478307
lfill-gas,p46,2035,19619.470807
lfill-gas,p46,2038,19558.318807
lfill-gas,p46,2041,19537.297807
lfill-gas,p46,2044,19469.202007
lfill-gas,p46,2047,19385.138407
lfill-gas,p46,2050,19385.138407
lfill-gas,p5,2010,166320.06025
lfill-gas,p5,2015,195232.364582
lfill-gas,p5,2020,190395.217382
lfill-gas,p5,2023,188540.703782
lfill-gas,p5,2026,186155.358182
lfill-gas,p5,2029,158695.978394
lfill-gas,p5,2032,161545.530682
lfill-gas,p5,2035,167761.001527
lfill-gas,p5,2038,155213.516314
lfill-gas,p5,2041,148345.124918
lfill-gas,p5,2044,144214.112213
lfill-gas,p5,2047,141217.410413
lfill-gas,p5,2050,142073.231213
lfill-gas,p51,2015,12229.173079
lfill-gas,p51,2020,19088.586518
lfill-gas,p51,2023,18902.68753
lfill-gas,p51,2026,17989.433759
lfill-gas,p51,2029,18377.460763
lfill-gas,p51,2032,18461.148854
lfill-gas,p51,2035,17614.168438
lfill-gas,p51,2038,17772.634051
lfill-gas,p51,2041,18319.776854
lfill-gas,p51,2044,18319.776854
lfill-gas,p51,2047,17772.003824
lfill-gas,p51,2050,18046.286597
lfill-gas,p53,2010,32664.171619
lfill-gas,p53,2015,39308.056326
lfill-gas,p53,2020,40904.113968
lfill-gas,p53,2023,40538.229192
lfill-gas,p53,2026,35853.285798
lfill-gas,p53,2029,36362.252916
lfill-gas,p53,2032,37487.436336
lfill-gas,p53,2035,37637.945676
lfill-gas,p53,2038,37637.945676
lfill-gas,p53,2041,37646.349912
lfill-gas,p53,2044,37646.349912
lfill-gas,p53,2047,36346.89915
lfill-gas,p53,2050,37255.968468
lfill-gas,p54,2015,6777.168273
lfill-gas,p54,2020,6817.352328
lfill-gas,p54,2023,6777.313434
lfill-gas,p54,2026,6227.055225
lfill-gas,p54,2029,6442.139628
lfill-gas,p54,2032,6631.522434
lfill-gas,p54,2035,6696.153828
lfill-gas,p54,2038,6638.823828
lfill-gas,p54,2041,6638.823828
lfill-gas,p54,2044,6606.063828
lfill-gas,p54,2047,6374.777643
lfill-gas,p54,2050,6572.021868
lfill-gas,p55,2010,13736.88
lfill-gas,p55,2015,13736.88
lfill-gas,p55,2020,13736.88
lfill-gas,p55,2023,13560.516
lfill-gas,p55,2026,13670.325
lfill-gas,p55,2029,13313.682
lfill-gas,p55,2032,13123.35
lfill-gas,p55,2035,13031.937
lfill-gas,p55,2038,13086.981
lfill-gas,p55,2041,13000.545
lfill-gas,p55,2044,13000.545
lfill-gas,p55,2047,12744.747
lfill-gas,p55,2050,13019.463
lfill-gas,p56,2010,18402.350208
lfill-gas,p56,2015,18072.448728
lfill-gas,p56,2020,18367.430208
lfill-gas,p56,2023,18402.350208
lfill-gas,p56,2026,18325.910208
lfill-gas,p56,2029,18230.835648
lfill-gas,p56,2032,18307.275648
lfill-gas,p56,2035,17717.916384
lfill-gas,p56,2038,17982.545136
lfill-gas,p56,2041,17753.166528
lfill-gas,p56,2044,17676.726528
lfill-gas,p56,2047,17334.855768
lfill-gas,p56,2050,17976.317088
lfill-gas,p6,2015,7360.940083
lfill-gas,p6,2020,7360.940083
lfill-gas,p6,2023,7360.940083
lfill-gas,p6,2026,7116.332083
lfill-gas,p6,2029,6105.540499
lfill-gas,p6,2032,6132.503069
lfill-gas,p6,2035,6409.85329
lfill-gas,p6,2038,5878.275245
lfill-gas,p6,2041,5610.690931
lfill-gas,p6,2044,5492.56103
lfill-gas,p6,2047,5448.00743
lfill-gas,p6,2050,5448.00743
lfill-gas,p63,2010,78843.358579
lfill-gas,p63,2015,110945.855237
lfill-gas,p63,2020,102401.65018
lfill-gas,p63,2023,47680.172
lfill-gas,p63,2026,48333.904126
lfill-gas,p63,2029,47588.606635
lfill-gas,p63,2032,46657.014251
lfill-gas,p63,2035,46354.575772
lfill-gas,p63,2038,44675.328436
lfill-gas,p63,2041,39617.729808
lfill-gas,p63,2044,42028.028743
lfill-gas,p63,2047,43328.655612
lfill-gas,p63,2050,43967.143072
lfill-gas,p64,2010,36700.888166
lfill-gas,p64,2015,35582.958566
lfill-gas,p64,2020,35563.521216
lfill-gas,p64,2023,36089.96087
lfill-gas,p64,2026,36528.106483
lfill-gas,p64,2029,36194.23511
lfill-gas,p64,2032,35921.854963
lfill-gas,p64,2035,35541.232781
lfill-gas,p64,2038,35034.472781
lfill-gas,p64,2041,30259.15392
lfill-gas,p64,2044,32475.294624
lfill-gas,p64,2047,33279.944256
lfill-gas,p64,2050,33090.206995
lfill-gas,p65,2010,82421.28
lfill-gas,p65,2015,100242.747802
lfill-gas,p65,2020,103380.383904
lfill-gas,p65,2023,26365.496578
lfill-gas,p65,2026,26557.691201
lfill-gas,p65,2029,25364.925272
lfill-gas,p65,2032,25191.165462
lfill-gas,p65,2035,25064.580462
lfill-gas,p65,2038,24697.179462
lfill-gas,p65,2041,22156.376304
lfill-gas,p65,2044,23538.077418
lfill-gas,p65,2047,24081.612876
lfill-gas,p65,2050,24083.898227
lfill-gas,p66,2010,15568.464
lfill-gas,p66,2015,14544.9756
lfill-gas,p66,2020,15568.464
lfill-gas,p66,2023,14284.325343
lfill-gas,p66,2026,15503.49
lfill-gas,p66,2029,15423.318
lfill-gas,p66,2032,15568.464
lfill-gas,p66,2035,15503.49
lfill-gas,p66,2038,15518.994
lfill-gas,p66,2041,15213.504
lfill-gas,p66,2044,15278.478
lfill-gas,p66,2047,15217.1556
lfill-gas,p66,2050,15297.3276
lfill-gas,p68,2010,82421.28
lfill-gas,p68,2015,79490.916
lfill-gas,p68,2020,78866.622
lfill-gas,p68,2023,77050.98
lfill-gas,p68,2026,76453.038
lfill-gas,p70,2010,29305.344
lfill-gas,p70,2015,48881.50825
lfill-gas,p70,2020,48274.58665
lfill-gas,p70,2023,47637.719789
lfill-gas,p70,2026,47649.499814
lfill-gas,p70,2029,49261.125869
lfill-gas,p70,2032,49675.90825
lfill-gas,p70,2035,49859.53225
lfill-gas,p70,2038,49431.46825
lfill-gas,p70,2041,50287.59625
lfill-gas,p70,2044,49951.26025
lfill-gas,p70,2047,48995.312938
lfill-gas,p70,2050,50584.26505
lfill-gas,p72,2010,21521.112
lfill-gas,p72,2015,23976.074352
lfill-gas,p72,2020,22907.761452
lfill-gas,p72,2023,22367.394552
lfill-gas,p72,2026,23547.359892
lfill-gas,p72,2029,24167.334552
lfill-gas,p72,2032,25728.213552
lfill-gas,p72,2035,24669.689052
lfill-gas,p72,2038,24965.069052
lfill-gas,p72,2041,24718.631052
lfill-gas,p72,2044,24503.585052
lfill-gas,p72,2047,23603.319162
lfill-gas,p72,2050,24029.577852
lfill-gas,p75,2010,32968.512
lfill-gas,p75,2015,29826.9432
lfill-gas,p75,2020,27863.9136
lfill-gas,p75,2023,27605.988
lfill-gas,p75,2026,30431.3328
lfill-gas,p75,2029,32673.78
lfill-gas,p75,2032,32811.372
lfill-gas,p75,2035,32811.372
lfill-gas,p75,2038,32673.78
lfill-gas,p75,2041,32673.78
lfill-gas,p75,2044,32681.5128
lfill-gas,p75,2047,32603.9472
lfill-gas,p75,2050,32603.9472
lfill-gas,p76,2010,48109.358573
lfill-gas,p76,2015,44213.839673
lfill-gas,p76,2020,32823.841987
lfill-gas,p76,2023,32832.124087
lfill-gas,p76,2026,33953.929171
lfill-gas,p76,2029,35893.306687
lfill-gas,p76,2032,36157.795687
lfill-gas,p76,2035,36079.225687
lfill-gas,p76,2038,35997.052687
