county,state,cnty_fips,reeds_ba
Autauga,Alabama,1001,AL_1
Baldwin,Alabama,1003,AL_1
Barbour,Alabama,1005,AL_1
Bibb,Alabama,1007,AL_0
Blount,Alabama,1009,AL_1
Bullock,Alabama,1011,AL_1
Butler,Alabama,1013,AL_1
Calhoun,Alabama,1015,AL_1
Chambers,Alabama,1017,AL_1
Cherokee,Alabama,1019,AL_1
Chilton,Alabama,1021,AL_1
Choctaw,Alabama,1023,AL_0
Clarke,Alabama,1025,AL_1
Clay,Alabama,1027,AL_1
Cleburne,Alabama,1029,AL_1
Coffee,Alabama,1031,AL_1
Colbert,Alabama,1033,AL_0
Conecuh,Alabama,1035,AL_1
Coosa,Alabama,1037,AL_1
Covington,Alabama,1039,AL_1
Crenshaw,Alabama,1041,AL_1
Cullman,Alabama,1043,AL_0
Dale,Alabama,1045,AL_1
Dallas,Alabama,1047,AL_1
DeKalb,Alabama,1049,AL_0
Elmore,Alabama,1051,AL_1
Escambia,Alabama,1053,AL_1
Etowah,Alabama,1055,AL_1
Fayette,Alabama,1057,AL_0
Franklin,Alabama,1059,AL_0
Geneva,Alabama,1061,AL_1
Greene,Alabama,1063,AL_0
Hale,Alabama,1065,AL_0
Henry,Alabama,1067,AL_1
Houston,Alabama,1069,AL_1
Jackson,Alabama,1071,AL_0
Jefferson,Alabama,1073,AL_0
Lamar,Alabama,1075,AL_0
Lauderdale,Alabama,1077,AL_0
Lawrence,Alabama,1079,AL_0
Lee,Alabama,1081,AL_1
Limestone,Alabama,1083,AL_0
Lowndes,Alabama,1085,AL_1
Macon,Alabama,1087,AL_1
Madison,Alabama,1089,AL_0
Marengo,Alabama,1091,AL_0
Marion,Alabama,1093,AL_0
Marshall,Alabama,1095,AL_0
Mobile,Alabama,1097,AL_1
Monroe,Alabama,1099,AL_1
Montgomery,Alabama,1101,AL_1
Morgan,Alabama,1103,AL_0
Perry,Alabama,1105,AL_0
Pickens,Alabama,1107,AL_0
Pike,Alabama,1109,AL_1
Randolph,Alabama,1111,AL_1
Russell,Alabama,1113,AL_1
Shelby,Alabama,1117,AL_0
St. Clair,Alabama,1115,AL_1
Sumter,Alabama,1119,AL_0
Talladega,Alabama,1121,AL_1
Tallapoosa,Alabama,1123,AL_1
Tuscaloosa,Alabama,1125,AL_0
Walker,Alabama,1127,AL_0
Washington,Alabama,1129,AL_1
Wilcox,Alabama,1131,AL_0
Winston,Alabama,1133,AL_0
Apache,Arizona,4001,AZ_0
Cochise,Arizona,4003,AZ_1
Coconino,Arizona,4005,AZ_0
Gila,Arizona,4007,AZ_1
Graham,Arizona,4009,AZ_1
Greenlee,Arizona,4011,AZ_1
La Paz,Arizona,4012,AZ_1
Maricopa,Arizona,4013,AZ_1
Mohave,Arizona,4015,AZ_0
Navajo,Arizona,4017,AZ_0
Pima,Arizona,4019,AZ_1
Pinal,Arizona,4021,AZ_1
Santa Cruz,Arizona,4023,AZ_1
Yavapai,Arizona,4025,AZ_0
Yuma,Arizona,4027,AZ_1
Arkansas,Arkansas,5001,AR_1
Ashley,Arkansas,5003,AR_1
Baxter,Arkansas,5005,AR_1
Benton,Arkansas,5007,AR_0
Boone,Arkansas,5009,AR_0
Bradley,Arkansas,5011,AR_1
Calhoun,Arkansas,5013,AR_1
Carroll,Arkansas,5015,AR_0
Chicot,Arkansas,5017,AR_1
Clark,Arkansas,5019,AR_1
Clay,Arkansas,5021,AR_1
Cleburne,Arkansas,5023,AR_0
Cleveland,Arkansas,5025,AR_1
Columbia,Arkansas,5027,AR_1
Conway,Arkansas,5029,AR_1
Craighead,Arkansas,5031,AR_1
Crawford,Arkansas,5033,AR_0
Crittenden,Arkansas,5035,AR_1
Cross,Arkansas,5037,AR_1
Dallas,Arkansas,5039,AR_1
Desha,Arkansas,5041,AR_1
Drew,Arkansas,5043,AR_1
Faulkner,Arkansas,5045,AR_1
Franklin,Arkansas,5047,AR_0
Fulton,Arkansas,5049,AR_1
Garland,Arkansas,5051,AR_1
Grant,Arkansas,5053,AR_1
Greene,Arkansas,5055,AR_1
Hempstead,Arkansas,5057,AR_0
Hot Spring,Arkansas,5059,AR_1
Howard,Arkansas,5061,AR_0
Independence,Arkansas,5063,AR_1
Izard,Arkansas,5065,AR_1
Jackson,Arkansas,5067,AR_1
Jefferson,Arkansas,5069,AR_1
Johnson,Arkansas,5071,AR_0
Lafayette,Arkansas,5073,AR_1
Lawrence,Arkansas,5075,AR_1
Lee,Arkansas,5077,AR_1
Lincoln,Arkansas,5079,AR_1
Little River,Arkansas,5081,AR_1
Logan,Arkansas,5083,AR_0
Lonoke,Arkansas,5085,AR_1
Madison,Arkansas,5087,AR_0
Marion,Arkansas,5089,AR_0
Miller,Arkansas,5091,AR_1
Mississippi,Arkansas,5093,AR_1
Monroe,Arkansas,5095,AR_1
Montgomery,Arkansas,5097,AR_0
Nevada,Arkansas,5099,AR_1
Newton,Arkansas,5101,AR_0
Ouachita,Arkansas,5103,AR_1
Perry,Arkansas,5105,AR_1
Phillips,Arkansas,5107,AR_1
Pike,Arkansas,5109,AR_0
Poinsett,Arkansas,5111,AR_1
Polk,Arkansas,5113,AR_0
Pope,Arkansas,5115,AR_1
Prairie,Arkansas,5117,AR_1
Pulaski,Arkansas,5119,AR_1
Randolph,Arkansas,5121,AR_1
Saline,Arkansas,5125,AR_1
Scott,Arkansas,5127,AR_0
Searcy,Arkansas,5129,AR_0
Sebastian,Arkansas,5131,AR_0
Sevier,Arkansas,5133,AR_1
Sharp,Arkansas,5135,AR_1
St. Francis,Arkansas,5123,AR_1
Stone,Arkansas,5137,AR_1
Union,Arkansas,5139,AR_1
Van Buren,Arkansas,5141,AR_0
Washington,Arkansas,5143,AR_0
White,Arkansas,5145,AR_1
Woodruff,Arkansas,5147,AR_1
Yell,Arkansas,5149,AR_1
Alameda,California,6001,CA_1
Alpine,California,6003,CA_1
Amador,California,6005,CA_1
Butte,California,6007,CA_1
Calaveras,California,6009,CA_1
Colusa,California,6011,CA_1
Contra Costa,California,6013,CA_1
Del Norte,California,6015,CA_1
El Dorado,California,6017,CA_1
Fresno,California,6019,CA_2
Glenn,California,6021,CA_1
Humboldt,California,6023,CA_1
Imperial,California,6025,CA_4
Inyo,California,6027,CA_2
Kern,California,6029,CA_2
Kings,California,6031,CA_2
Lake,California,6033,CA_1
Lassen,California,6035,CA_1
Los Angeles,California,6037,CA_0
Madera,California,6039,CA_2
Marin,California,6041,CA_1
Mariposa,California,6043,CA_1
Mendocino,California,6045,CA_1
Merced,California,6047,CA_1
Modoc,California,6049,CA_1
Mono,California,6051,CA_2
Monterey,California,6053,CA_2
Napa,California,6055,CA_1
Nevada,California,6057,CA_1
Orange,California,6059,CA_0
Placer,California,6061,CA_1
Plumas,California,6063,CA_1
Riverside,California,6065,CA_3
Sacramento,California,6067,CA_1
San Benito,California,6069,CA_2
San Bernardino,California,6071,CA_3
San Diego,California,6073,CA_4
San Francisco,California,6075,CA_1
San Joaquin,California,6077,CA_1
San Luis Obispo,California,6079,CA_2
San Mateo,California,6081,CA_1
Santa Barbara,California,6083,CA_2
Santa Clara,California,6085,CA_1
Santa Cruz,California,6087,CA_1
Shasta,California,6089,CA_1
Sierra,California,6091,CA_1
Siskiyou,California,6093,CA_1
Solano,California,6095,CA_1
Sonoma,California,6097,CA_1
Stanislaus,California,6099,CA_1
Sutter,California,6101,CA_1
Tehama,California,6103,CA_1
Trinity,California,6105,CA_1
Tulare,California,6107,CA_2
Tuolumne,California,6109,CA_1
Ventura,California,6111,CA_0
Yolo,California,6113,CA_1
Yuba,California,6115,CA_1
Adams,Colorado,8001,CO_1
Alamosa,Colorado,8003,CO_0
Arapahoe,Colorado,8005,CO_1
Archuleta,Colorado,8007,CO_0
Baca,Colorado,8009,CO_1
Bent,Colorado,8011,CO_1
Boulder,Colorado,8013,CO_1
Broomfield,Colorado,8014,CO_1
Chaffee,Colorado,8015,CO_1
Cheyenne,Colorado,8017,CO_1
Clear Creek,Colorado,8019,CO_1
Conejos,Colorado,8021,CO_0
Costilla,Colorado,8023,CO_0
Crowley,Colorado,8025,CO_1
Custer,Colorado,8027,CO_1
Delta,Colorado,8029,CO_0
Denver,Colorado,8031,CO_1
Dolores,Colorado,8033,CO_0
Douglas,Colorado,8035,CO_1
Eagle,Colorado,8037,CO_0
El Paso,Colorado,8041,CO_1
Elbert,Colorado,8039,CO_1
Fremont,Colorado,8043,CO_1
Garfield,Colorado,8045,CO_0
Gilpin,Colorado,8047,CO_1
Grand,Colorado,8049,CO_0
Gunnison,Colorado,8051,CO_0
Hinsdale,Colorado,8053,CO_0
Huerfano,Colorado,8055,CO_1
Jackson,Colorado,8057,CO_1
Jefferson,Colorado,8059,CO_1
Kiowa,Colorado,8061,CO_1
Kit Carson,Colorado,8063,CO_1
La Plata,Colorado,8067,CO_0
Lake,Colorado,8065,CO_1
Larimer,Colorado,8069,CO_1
Las Animas,Colorado,8071,CO_1
Lincoln,Colorado,8073,CO_1
Logan,Colorado,8075,CO_1
Mesa,Colorado,8077,CO_0
Mineral,Colorado,8079,CO_0
Moffat,Colorado,8081,CO_0
Montezuma,Colorado,8083,CO_0
Montrose,Colorado,8085,CO_0
Morgan,Colorado,8087,CO_1
Otero,Colorado,8089,CO_1
Ouray,Colorado,8091,CO_0
Park,Colorado,8093,CO_1
Phillips,Colorado,8095,CO_1
Pitkin,Colorado,8097,CO_0
Prowers,Colorado,8099,CO_1
Pueblo,Colorado,8101,CO_1
Rio Blanco,Colorado,8103,CO_0
Rio Grande,Colorado,8105,CO_0
Routt,Colorado,8107,CO_0
Saguache,Colorado,8109,CO_0
San Juan,Colorado,8111,CO_0
San Miguel,Colorado,8113,CO_0
Sedgwick,Colorado,8115,CO_1
Summit,Colorado,8117,CO_0
Teller,Colorado,8119,CO_1
Washington,Colorado,8121,CO_1
Weld,Colorado,8123,CO_1
Yuma,Colorado,8125,CO_1
Fairfield,Connecticut,9001,CT_0
Hartford,Connecticut,9003,CT_0
Litchfield,Connecticut,9005,CT_0
Middlesex,Connecticut,9007,CT_0
New Haven,Connecticut,9009,CT_0
New London,Connecticut,9011,CT_0
Tolland,Connecticut,9013,CT_0
Windham,Connecticut,9015,CT_0
Kent,Delaware,10001,DE_0
New Castle,Delaware,10003,DE_0
Sussex,Delaware,10005,DE_0
District of Columbia,District of Columbia,11001,MD_0
Alachua,Florida,12001,FL_0
Baker,Florida,12003,FL_0
Bay,Florida,12005,FL_0
Bradford,Florida,12007,FL_0
Brevard,Florida,12009,FL_2
Broward,Florida,12011,FL_2
Calhoun,Florida,12013,FL_0
Charlotte,Florida,12015,FL_1
Citrus,Florida,12017,FL_1
Clay,Florida,12019,FL_0
Collier,Florida,12021,FL_1
Columbia,Florida,12023,FL_0
DeSoto,Florida,12027,FL_1
Dixie,Florida,12029,FL_0
Duval,Florida,12031,FL_0
Escambia,Florida,12033,FL_0
Flagler,Florida,12035,FL_0
Franklin,Florida,12037,FL_0
Gadsden,Florida,12039,FL_0
Gilchrist,Florida,12041,FL_0
Glades,Florida,12043,FL_1
Gulf,Florida,12045,FL_0
Hamilton,Florida,12047,FL_0
Hardee,Florida,12049,FL_1
Hendry,Florida,12051,FL_1
Hernando,Florida,12053,FL_1
Highlands,Florida,12055,FL_1
Hillsborough,Florida,12057,FL_1
Holmes,Florida,12059,FL_0
Indian River,Florida,12061,FL_2
Jackson,Florida,12063,FL_0
Jefferson,Florida,12065,FL_0
Lafayette,Florida,12067,FL_0
Lake,Florida,12069,FL_1
Lee,Florida,12071,FL_1
Leon,Florida,12073,FL_0
Levy,Florida,12075,FL_0
Liberty,Florida,12077,FL_0
Madison,Florida,12079,FL_0
Manatee,Florida,12081,FL_1
Marion,Florida,12083,FL_0
Martin,Florida,12085,FL_2
Miami-Dade,Florida,12086,FL_2
Monroe,Florida,12087,FL_1
Nassau,Florida,12089,FL_0
Okaloosa,Florida,12091,FL_0
Okeechobee,Florida,12093,FL_1
Orange,Florida,12095,FL_1
Osceola,Florida,12097,FL_1
Palm Beach,Florida,12099,FL_2
Pasco,Florida,12101,FL_1
Pinellas,Florida,12103,FL_1
Polk,Florida,12105,FL_1
Putnam,Florida,12107,FL_0
Santa Rosa,Florida,12113,FL_0
Sarasota,Florida,12115,FL_1
Seminole,Florida,12117,FL_1
St. Johns,Florida,12109,FL_0
St. Lucie,Florida,12111,FL_2
Sumter,Florida,12119,FL_1
Suwannee,Florida,12121,FL_0
Taylor,Florida,12123,FL_0
Union,Florida,12125,FL_0
Volusia,Florida,12127,FL_0
Wakulla,Florida,12129,FL_0
Walton,Florida,12131,FL_0
Washington,Florida,12133,FL_0
Appling,Georgia,13001,GA_1
Atkinson,Georgia,13003,GA_1
Bacon,Georgia,13005,GA_1
Baker,Georgia,13007,GA_1
Baldwin,Georgia,13009,GA_0
Banks,Georgia,13011,GA_0
Barrow,Georgia,13013,GA_0
Bartow,Georgia,13015,GA_0
Ben Hill,Georgia,13017,GA_1
Berrien,Georgia,13019,GA_1
Bibb,Georgia,13021,GA_0
Bleckley,Georgia,13023,GA_1
Brantley,Georgia,13025,GA_1
Brooks,Georgia,13027,GA_1
Bryan,Georgia,13029,GA_1
Bulloch,Georgia,13031,GA_1
Burke,Georgia,13033,GA_1
Butts,Georgia,13035,GA_0
Calhoun,Georgia,13037,GA_1
Camden,Georgia,13039,GA_1
Candler,Georgia,13043,GA_1
Carroll,Georgia,13045,GA_0
Catoosa,Georgia,13047,GA_0
Charlton,Georgia,13049,GA_1
Chatham,Georgia,13051,GA_1
Chattahoochee,Georgia,13053,GA_0
Chattooga,Georgia,13055,GA_0
Cherokee,Georgia,13057,GA_0
Clarke,Georgia,13059,GA_0
Clay,Georgia,13061,GA_1
Clayton,Georgia,13063,GA_0
Clinch,Georgia,13065,GA_1
Cobb,Georgia,13067,GA_0
Coffee,Georgia,13069,GA_1
Colquitt,Georgia,13071,GA_1
Columbia,Georgia,13073,GA_0
Cook,Georgia,13075,GA_1
Coweta,Georgia,13077,GA_0
Crawford,Georgia,13079,GA_0
Crisp,Georgia,13081,GA_1
Dade,Georgia,13083,GA_0
Dawson,Georgia,13085,GA_0
Decatur,Georgia,13087,GA_1
DeKalb,Georgia,13089,GA_0
Dodge,Georgia,13091,GA_1
Dooly,Georgia,13093,GA_1
Dougherty,Georgia,13095,GA_1
Douglas,Georgia,13097,GA_0
Early,Georgia,13099,GA_1
Echols,Georgia,13101,GA_1
Effingham,Georgia,13103,GA_1
Elbert,Georgia,13105,GA_0
Emanuel,Georgia,13107,GA_1
Evans,Georgia,13109,GA_1
Fannin,Georgia,13111,GA_0
Fayette,Georgia,13113,GA_0
Floyd,Georgia,13115,GA_0
Forsyth,Georgia,13117,GA_0
Franklin,Georgia,13119,GA_0
Fulton,Georgia,13121,GA_0
Gilmer,Georgia,13123,GA_0
Glascock,Georgia,13125,GA_0
Glynn,Georgia,13127,GA_1
Gordon,Georgia,13129,GA_0
Grady,Georgia,13131,GA_1
Greene,Georgia,13133,GA_0
Gwinnett,Georgia,13135,GA_0
Habersham,Georgia,13137,GA_0
Hall,Georgia,13139,GA_0
Hancock,Georgia,13141,GA_0
Haralson,Georgia,13143,GA_0
Harris,Georgia,13145,GA_0
Hart,Georgia,13147,GA_0
Heard,Georgia,13149,GA_0
Henry,Georgia,13151,GA_0
Houston,Georgia,13153,GA_0
Irwin,Georgia,13155,GA_1
Jackson,Georgia,13157,GA_0
Jasper,Georgia,13159,GA_0
Jeff Davis,Georgia,13161,GA_1
Jefferson,Georgia,13163,GA_1
Jenkins,Georgia,13165,GA_1
Johnson,Georgia,13167,GA_1
Jones,Georgia,13169,GA_0
Lamar,Georgia,13171,GA_0
Lanier,Georgia,13173,GA_1
Laurens,Georgia,13175,GA_1
Lee,Georgia,13177,GA_1
Liberty,Georgia,13179,GA_1
Lincoln,Georgia,13181,GA_0
Long,Georgia,13183,GA_1
Lowndes,Georgia,13185,GA_1
Lumpkin,Georgia,13187,GA_0
Macon,Georgia,13193,GA_0
Madison,Georgia,13195,GA_0
Marion,Georgia,13197,GA_0
McDuffie,Georgia,13189,GA_0
McIntosh,Georgia,13191,GA_1
Meriwether,Georgia,13199,GA_0
Miller,Georgia,13201,GA_1
Mitchell,Georgia,13205,GA_1
Monroe,Georgia,13207,GA_0
Montgomery,Georgia,13209,GA_1
Morgan,Georgia,13211,GA_0
Murray,Georgia,13213,GA_0
Muscogee,Georgia,13215,GA_0
Newton,Georgia,13217,GA_0
Oconee,Georgia,13219,GA_0
Oglethorpe,Georgia,13221,GA_0
Paulding,Georgia,13223,GA_0
Peach,Georgia,13225,GA_0
Pickens,Georgia,13227,GA_0
Pierce,Georgia,13229,GA_1
Pike,Georgia,13231,GA_0
Polk,Georgia,13233,GA_0
Pulaski,Georgia,13235,GA_1
Putnam,Georgia,13237,GA_0
Quitman,Georgia,13239,GA_1
Rabun,Georgia,13241,GA_0
Randolph,Georgia,13243,GA_1
Richmond,Georgia,13245,GA_0
Rockdale,Georgia,13247,GA_0
Schley,Georgia,13249,GA_0
Screven,Georgia,13251,GA_1
Seminole,Georgia,13253,GA_1
Spalding,Georgia,13255,GA_0
Stephens,Georgia,13257,GA_0
Stewart,Georgia,13259,GA_1
Sumter,Georgia,13261,GA_1
Talbot,Georgia,13263,GA_0
Taliaferro,Georgia,13265,GA_0
Tattnall,Georgia,13267,GA_1
Taylor,Georgia,13269,GA_0
Telfair,Georgia,13271,GA_1
Terrell,Georgia,13273,GA_1
Thomas,Georgia,13275,GA_1
Tift,Georgia,13277,GA_1
Toombs,Georgia,13279,GA_1
Towns,Georgia,13281,GA_0
Treutlen,Georgia,13283,GA_1
Troup,Georgia,13285,GA_0
Turner,Georgia,13287,GA_1
Twiggs,Georgia,13289,GA_0
Union,Georgia,13291,GA_0
Upson,Georgia,13293,GA_0
Walker,Georgia,13295,GA_0
Walton,Georgia,13297,GA_0
Ware,Georgia,13299,GA_1
Warren,Georgia,13301,GA_0
Washington,Georgia,13303,GA_0
Wayne,Georgia,13305,GA_1
Webster,Georgia,13307,GA_1
Wheeler,Georgia,13309,GA_1
White,Georgia,13311,GA_0
Whitfield,Georgia,13313,GA_0
Wilcox,Georgia,13315,GA_1
Wilkes,Georgia,13317,GA_0
Wilkinson,Georgia,13319,GA_0
Worth,Georgia,13321,GA_1
Ada,Idaho,16001,ID_1
Adams,Idaho,16003,ID_1
Bannock,Idaho,16005,ID_1
Bear Lake,Idaho,16007,ID_1
Benewah,Idaho,16009,ID_0
Bingham,Idaho,16011,ID_1
Blaine,Idaho,16013,ID_1
Boise,Idaho,16015,ID_1
Bonner,Idaho,16017,ID_0
Bonneville,Idaho,16019,ID_1
Boundary,Idaho,16021,ID_0
Butte,Idaho,16023,ID_1
Camas,Idaho,16025,ID_1
Canyon,Idaho,16027,ID_1
Caribou,Idaho,16029,ID_1
Cassia,Idaho,16031,ID_1
Clark,Idaho,16033,ID_1
Clearwater,Idaho,16035,ID_0
Custer,Idaho,16037,ID_1
Elmore,Idaho,16039,ID_1
Franklin,Idaho,16041,ID_1
Fremont,Idaho,16043,ID_1
Gem,Idaho,16045,ID_1
Gooding,Idaho,16047,ID_1
Idaho,Idaho,16049,ID_0
Jefferson,Idaho,16051,ID_1
Jerome,Idaho,16053,ID_1
Kootenai,Idaho,16055,ID_0
Latah,Idaho,16057,ID_0
Lemhi,Idaho,16059,ID_1
Lewis,Idaho,16061,ID_0
Lincoln,Idaho,16063,ID_1
Madison,Idaho,16065,ID_1
Minidoka,Idaho,16067,ID_1
Nez Perce,Idaho,16069,ID_0
Oneida,Idaho,16071,ID_1
Owyhee,Idaho,16073,ID_1
Payette,Idaho,16075,ID_1
Power,Idaho,16077,ID_1
Shoshone,Idaho,16079,ID_0
Teton,Idaho,16081,ID_1
Twin Falls,Idaho,16083,ID_1
Valley,Idaho,16085,ID_1
Washington,Idaho,16087,ID_1
Adams,Illinois,17001,IL_1
Alexander,Illinois,17003,IL_1
Bond,Illinois,17005,IL_1
Boone,Illinois,17007,IL_0
Brown,Illinois,17009,IL_1
Bureau,Illinois,17011,IL_1
Calhoun,Illinois,17013,IL_1
Carroll,Illinois,17015,IL_0
Cass,Illinois,17017,IL_1
Champaign,Illinois,17019,IL_1
Christian,Illinois,17021,IL_1
Clark,Illinois,17023,IL_1
Clay,Illinois,17025,IL_1
Clinton,Illinois,17027,IL_1
Coles,Illinois,17029,IL_1
Cook,Illinois,17031,IL_0
Crawford,Illinois,17033,IL_1
Cumberland,Illinois,17035,IL_1
De Witt,Illinois,17039,IL_1
DeKalb,Illinois,17037,IL_0
Douglas,Illinois,17041,IL_1
DuPage,Illinois,17043,IL_0
Edgar,Illinois,17045,IL_1
Edwards,Illinois,17047,IL_1
Effingham,Illinois,17049,IL_1
Fayette,Illinois,17051,IL_1
Ford,Illinois,17053,IL_1
Franklin,Illinois,17055,IL_1
Fulton,Illinois,17057,IL_1
Gallatin,Illinois,17059,IL_1
Greene,Illinois,17061,IL_1
Grundy,Illinois,17063,IL_0
Hamilton,Illinois,17065,IL_1
Hancock,Illinois,17067,IL_1
Hardin,Illinois,17069,IL_1
Henderson,Illinois,17071,IL_1
Henry,Illinois,17073,IL_1
Iroquois,Illinois,17075,IL_1
Jackson,Illinois,17077,IL_1
Jasper,Illinois,17079,IL_1
Jefferson,Illinois,17081,IL_1
Jersey,Illinois,17083,IL_1
Jo Daviess,Illinois,17085,IL_0
Johnson,Illinois,17087,IL_1
Kane,Illinois,17089,IL_0
Kankakee,Illinois,17091,IL_0
Kendall,Illinois,17093,IL_0
Knox,Illinois,17095,IL_1
La Salle,Illinois,17099,IL_0
Lake,Illinois,17097,IL_0
Lawrence,Illinois,17101,IL_1
Lee,Illinois,17103,IL_0
Livingston,Illinois,17105,IL_0
Logan,Illinois,17107,IL_1
Macon,Illinois,17115,IL_1
Macoupin,Illinois,17117,IL_1
Madison,Illinois,17119,IL_1
Marion,Illinois,17121,IL_1
Marshall,Illinois,17123,IL_1
Mason,Illinois,17125,IL_1
Massac,Illinois,17127,IL_1
McDonough,Illinois,17109,IL_1
McHenry,Illinois,17111,IL_0
McLean,Illinois,17113,IL_1
Menard,Illinois,17129,IL_1
Mercer,Illinois,17131,IL_1
Monroe,Illinois,17133,IL_1
Montgomery,Illinois,17135,IL_1
Morgan,Illinois,17137,IL_1
Moultrie,Illinois,17139,IL_1
Ogle,Illinois,17141,IL_0
Peoria,Illinois,17143,IL_1
Perry,Illinois,17145,IL_1
Piatt,Illinois,17147,IL_1
Pike,Illinois,17149,IL_1
Pope,Illinois,17151,IL_1
Pulaski,Illinois,17153,IL_1
Putnam,Illinois,17155,IL_1
Randolph,Illinois,17157,IL_1
Richland,Illinois,17159,IL_1
Rock Island,Illinois,17161,IL_1
Saline,Illinois,17165,IL_1
Sangamon,Illinois,17167,IL_1
Schuyler,Illinois,17169,IL_1
Scott,Illinois,17171,IL_1
Shelby,Illinois,17173,IL_1
St. Clair,Illinois,17163,IL_1
Stark,Illinois,17175,IL_1
Stephenson,Illinois,17177,IL_0
Tazewell,Illinois,17179,IL_1
Union,Illinois,17181,IL_1
Vermilion,Illinois,17183,IL_1
Wabash,Illinois,17185,IL_1
Warren,Illinois,17187,IL_1
Washington,Illinois,17189,IL_1
Wayne,Illinois,17191,IL_1
White,Illinois,17193,IL_1
Whiteside,Illinois,17195,IL_0
Will,Illinois,17197,IL_0
Williamson,Illinois,17199,IL_1
Winnebago,Illinois,17201,IL_0
Woodford,Illinois,17203,IL_1
Adams,Indiana,18001,IN_1
Allen,Indiana,18003,IN_1
Bartholomew,Indiana,18005,IN_0
Benton,Indiana,18007,IN_0
Blackford,Indiana,18009,IN_1
Boone,Indiana,18011,IN_0
Brown,Indiana,18013,IN_0
Carroll,Indiana,18015,IN_0
Cass,Indiana,18017,IN_0
Clark,Indiana,18019,IN_0
Clay,Indiana,18021,IN_0
Clinton,Indiana,18023,IN_0
Crawford,Indiana,18025,IN_0
Daviess,Indiana,18027,IN_0
Dearborn,Indiana,18029,IN_0
Decatur,Indiana,18031,IN_0
DeKalb,Indiana,18033,IN_1
Delaware,Indiana,18035,IN_1
Dubois,Indiana,18037,IN_0
Elkhart,Indiana,18039,IN_1
Fayette,Indiana,18041,IN_0
Floyd,Indiana,18043,IN_0
Fountain,Indiana,18045,IN_0
Franklin,Indiana,18047,IN_0
Fulton,Indiana,18049,IN_0
Gibson,Indiana,18051,IN_0
Grant,Indiana,18053,IN_1
Greene,Indiana,18055,IN_0
Hamilton,Indiana,18057,IN_0
Hancock,Indiana,18059,IN_0
Harrison,Indiana,18061,IN_0
Hendricks,Indiana,18063,IN_0
Henry,Indiana,18065,IN_1
Howard,Indiana,18067,IN_0
Huntington,Indiana,18069,IN_1
Jackson,Indiana,18071,IN_0
Jasper,Indiana,18073,IN_0
Jay,Indiana,18075,IN_1
Jefferson,Indiana,18077,IN_0
Jennings,Indiana,18079,IN_0
Johnson,Indiana,18081,IN_0
Knox,Indiana,18083,IN_0
Kosciusko,Indiana,18085,IN_0
LaGrange,Indiana,18087,IN_1
Lake,Indiana,18089,IN_0
LaPorte,Indiana,18091,IN_0
Lawrence,Indiana,18093,IN_0
Madison,Indiana,18095,IN_1
Marion,Indiana,18097,IN_0
Marshall,Indiana,18099,IN_0
Martin,Indiana,18101,IN_0
Miami,Indiana,18103,IN_0
Monroe,Indiana,18105,IN_0
Montgomery,Indiana,18107,IN_0
Morgan,Indiana,18109,IN_0
Newton,Indiana,18111,IN_0
Noble,Indiana,18113,IN_1
Ohio,Indiana,18115,IN_0
Orange,Indiana,18117,IN_0
Owen,Indiana,18119,IN_0
Parke,Indiana,18121,IN_0
Perry,Indiana,18123,IN_0
Pike,Indiana,18125,IN_0
Porter,Indiana,18127,IN_0
Posey,Indiana,18129,IN_0
Pulaski,Indiana,18131,IN_0
Putnam,Indiana,18133,IN_0
Randolph,Indiana,18135,IN_1
Ripley,Indiana,18137,IN_0
Rush,Indiana,18139,IN_0
Scott,Indiana,18143,IN_0
Shelby,Indiana,18145,IN_0
Spencer,Indiana,18147,IN_0
St. Joseph,Indiana,18141,IN_1
Starke,Indiana,18149,IN_0
Steuben,Indiana,18151,IN_1
Sullivan,Indiana,18153,IN_0
Switzerland,Indiana,18155,IN_0
Tippecanoe,Indiana,18157,IN_0
Tipton,Indiana,18159,IN_0
Union,Indiana,18161,IN_0
Vanderburgh,Indiana,18163,IN_0
Vermillion,Indiana,18165,IN_0
Vigo,Indiana,18167,IN_0
Wabash,Indiana,18169,IN_1
Warren,Indiana,18171,IN_0
Warrick,Indiana,18173,IN_0
Washington,Indiana,18175,IN_0
Wayne,Indiana,18177,IN_0
Wells,Indiana,18179,IN_1
White,Indiana,18181,IN_0
Whitley,Indiana,18183,IN_1
Adair,Iowa,19001,IA_0
Adams,Iowa,19003,IA_0
Allamakee,Iowa,19005,IA_1
Appanoose,Iowa,19007,IA_1
Audubon,Iowa,19009,IA_0
Benton,Iowa,19011,IA_1
Black Hawk,Iowa,19013,IA_1
Boone,Iowa,19015,IA_0
Bremer,Iowa,19017,IA_1
Buchanan,Iowa,19019,IA_1
Buena Vista,Iowa,19021,IA_0
Butler,Iowa,19023,IA_1
Calhoun,Iowa,19025,IA_0
Carroll,Iowa,19027,IA_0
Cass,Iowa,19029,IA_0
Cedar,Iowa,19031,IA_1
Cerro Gordo,Iowa,19033,IA_0
Cherokee,Iowa,19035,IA_0
Chickasaw,Iowa,19037,IA_1
Clarke,Iowa,19039,IA_0
Clay,Iowa,19041,IA_0
Clayton,Iowa,19043,IA_1
Clinton,Iowa,19045,IA_1
Crawford,Iowa,19047,IA_0
Dallas,Iowa,19049,IA_0
Davis,Iowa,19051,IA_1
Decatur,Iowa,19053,IA_0
Delaware,Iowa,19055,IA_1
